"category","goods_no","title","subtitle","author","author_url","publisher","publisher_url","publish_date","discount_rate","price_discount","price_original","point","review_count","review_score","sale_count","sale_status","event_title","event_period","tag","used_count","ebook_exist","ebook_price","preview_exist","revised_info","image_url","detail_url","delivery_info","description"
"모바일/태블릿/SNS","145993511","엄마 아빠에게 선물하는 스마트폰 활용 + 챗GPT 무한 꿀팁 36","갤럭시, AI, 챗GPT, 등본 발급, 카카오톡, 송금, 선물하기, 쿠팡, 배달 주문, 번역, 카메라/사진, 길찾기까지","온선(김은정)","https://www.yes24.com/product/search?domain=ALL&query=%25EC%2598%25A8%25EC%2584%25A0(%25EA%25B9%2580%25EC%259D%2580%25EC%25A0%2595)&authorNo=493785&author=온선(김은정)","골든래빗","https://www.yes24.com/product/search?&domain=ALL&company=%ea%b3%a8%eb%93%a0%eb%9e%98%eb%b9%97&query=%25EA%25B3%25A8%25EB%2593%25A0%25EB%259E%2598%25EB%25B9%2597","2025년 06월","10","21,600","24,000","포인트적립1,200원",NA,NA,"판매지수 315",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/goods/145993511/L","https://www.yes24.com/product/goods/145993511","6/2(월) 발송예정(예약판매)","스마트폰은 24시간 엄마 아빠랑 있지만, 우리는 그러지 못한다!그래서 ‘이거 어떻게 하더라?’ 진짜 필요한 스마트폰 꿀팁을 한데 모아서누적조회수 200만 유튜버, 온선이 싹~ 알려준다!카톡으로 송금 보내고 싶은..."
"모바일/태블릿/SNS","146285291","레베기의 유튜브 콘텐츠 POWER 법칙","기술이 콘텐츠가 되고, 콘텐츠가 비즈니스가 되는 유튜브 신분 상승의 모든 것","레베기","https://www.yes24.com/product/search?domain=ALL&query=%25EB%25A0%2588%25EB%25B2%25A0%25EA%25B8%25B0&authorNo=494381&author=레베기","리코멘드","https://www.yes24.com/product/search?&domain=ALL&company=%eb%a6%ac%ec%bd%94%eb%a9%98%eb%93%9c&query=%25EB%25A6%25AC%25EC%25BD%2594%25EB%25A9%2598%25EB%2593%259C","2025년 05월","10","16,920","18,800","포인트적립940원","2","10.0","판매지수 240",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/146285291/L","https://www.yes24.com/product/goods/146285291","5/15(목) 발송예정(예약판매)","기술자의 콘텐츠 혁명, 레베기가 알려주는 유튜브 비즈니스 전략서“기술만으로 인정받던 시대는 끝났다. 이제는 '어떻게 보여 주느냐'가 더 중요한 시대다.”가죽 공예 유튜브 채널 『레베기의 이상한 아뜰리에 LEB..."
"모바일/태블릿/SNS","145963641","아이패드 드로잉으로 기록하는 일상의 조각들","나 혼자 조금씩 그려보는 열두 달 소품과 풍경 그림","이이오","https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%259D%25B4%25EC%2598%25A4&authorNo=368780&author=이이오","한빛라이프","https://www.yes24.com/product/search?&domain=ALL&company=%ed%95%9c%eb%b9%9b%eb%9d%bc%ec%9d%b4%ed%94%84&query=%25ED%2595%259C%25EB%25B9%259B%25EB%259D%25BC%25EC%259D%25B4%25ED%2594%2584","2025년 05월","10","19,800","22,000","포인트적립1,100원","1","10.0","판매지수 1,842",NA,NA,NA,NA,"17,600원","Y","17,600원","Y",NA,"https://image.yes24.com/goods/145963641/L","https://www.yes24.com/product/goods/145963641","내일 (5/12, 월) 도착예정","디지털 드로잉 기초부터 나만의 작품 완성까지매월 한 장씩, 매 계절 한 작품씩 그려내는 꾸준한 아이패드 드로잉 습관아이패드로 따뜻한 일상과 아날로그 감성을 담아내는 이이오 작가의 두 번째 책이다. 디지털 드..."
"모바일/태블릿/SNS","146361202","AI 디지털리터러시 전문가 남기종,장소영의 스마트폰 AI 챗GPT 사용 길라잡이","한 권으로 해결하는 스마트폰 AI 활용 교재","남기종; 장소영","https://www.yes24.com/product/search?domain=ALL&query=%25EB%2582%25A8%25EA%25B8%25B0%25EC%25A2%2585&authorNo=422682&author=남기종; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259E%25A5%25EC%2586%258C%25EC%2598%2581&authorNo=422683&author=장소영","디지털콘텐츠그룹","https://www.yes24.com/product/search?&domain=ALL&company=%eb%94%94%ec%a7%80%ed%84%b8%ec%bd%98%ed%85%90%ec%b8%a0%ea%b7%b8%eb%a3%b9&query=%25EB%2594%2594%25EC%25A7%2580%25ED%2584%25B8%25EC%25BD%2598%25ED%2585%2590%25EC%25B8%25A0%25EA%25B7%25B8%25EB%25A3%25B9","2025년 05월","10","16,200","18,000","포인트적립900원",NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/goods/146361202/L","https://www.yes24.com/product/goods/146361202","2일 이내 (5/13, 화) 출고예정","디지털 시대, 부모님을 위한 맞춤형 AI 활용 가이드본서는 AI 기술이 낯선 액티브 시니어·실버 세대가 쉽고 편리하게 AI를 활용할 수 있도록 기획된 실용 가이드이다. 챗GPT, 구글제미나이, 빅스비, 아숙업 등 다양..."
"모바일/태블릿/SNS","145276955","숏폼 영상 편집 제작 및 수익 창출 with 캡컷 · 생성형 AI","유튜브 쇼츠부터 틱톡, 릴스, 생성형 AI까지!","채수창","https://www.yes24.com/product/search?domain=ALL&query=%25EC%25B1%2584%25EC%2588%2598%25EC%25B0%25BD&authorNo=345775&author=채수창","앤써북","https://www.yes24.com/product/search?&domain=ALL&company=%ec%95%a4%ec%8d%a8%eb%b6%81&query=%25EC%2595%25A4%25EC%258D%25A8%25EB%25B6%2581","2025년 05월","10","12,420","13,800","포인트적립690원","5","10.0","판매지수 2,868",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/145276955","내일 (5/12, 월) 도착예정","캡컷을 활용해 유튜브 쇼츠, 틱톡, 릴스 등 다양한 플랫폼에 맞는 숏폼 영상 편집·제작부터 수익 창출까지 한 권에 모두 담았다. 2판에서는 숏폼 영상 기획부터 제작까지 전 과정을 생성형 AI를 활용하는 파트를 추..."
"모바일/태블릿/SNS","145390527","된다! 하루 5분 아이패드 기록 생활",NA,"희나","https://www.yes24.com/product/search?domain=ALL&query=%25ED%259D%25AC%25EB%2582%2598&authorNo=492720&author=희나","이지스퍼블리싱","https://www.yes24.com/product/search?&domain=ALL&company=%ec%9d%b4%ec%a7%80%ec%8a%a4%ed%8d%bc%eb%b8%94%eb%a6%ac%ec%8b%b1&query=%25EC%259D%25B4%25EC%25A7%2580%25EC%258A%25A4%25ED%258D%25BC%25EB%25B8%2594%25EB%25A6%25AC%25EC%258B%25B1","2025년 04월","10","16,200","18,000","포인트적립900원","1","10.0","판매지수 1,860",NA,NA,NA,NA,NA,"N",NA,"Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/145390527","내일 (5/12, 월) 도착예정","평범하게 흘러가는 일상을 특별한 하루로 만드는 기록의 비밀!시간 관리/기록 전문 유튜버 ‘희나’의 아이패드 하나로 내 인생을 바꾸는 법아이패드로 무엇을 해야 할지 모르겠다면, 이제 나만의 일기장을 만들어 ..."
"모바일/태블릿/SNS","145600427","어르신들을 위한 스마트폰 기초교실","내 손 안의 1등 비서! 스마트폰 제대로 활용하기","디지털콘텐츠그룹 편집부","https://www.yes24.com/product/search?domain=ALL&query=%25EB%2594%2594%25EC%25A7%2580%25ED%2584%25B8%25EC%25BD%2598%25ED%2585%2590%25EC%25B8%25A0%25EA%25B7%25B8%25EB%25A3%25B9%2520%25ED%258E%25B8%25EC%25A7%2591%25EB%25B6%2580&authorNo=493054&author=디지털콘텐츠그룹 편집부","디지털콘텐츠그룹","https://www.yes24.com/product/search?&domain=ALL&company=%eb%94%94%ec%a7%80%ed%84%b8%ec%bd%98%ed%85%90%ec%b8%a0%ea%b7%b8%eb%a3%b9&query=%25EB%2594%2594%25EC%25A7%2580%25ED%2584%25B8%25EC%25BD%2598%25ED%2585%2590%25EC%25B8%25A0%25EA%25B7%25B8%25EB%25A3%25B9","2025년 04월","10","14,400","16,000","포인트적립800원",NA,NA,"판매지수 318",NA,NA,NA,NA,"12,800원","Y","12,800원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/145600427","내일 (5/12, 월) 도착예정","스마트폰, 배우면 쉬워진다! 어르신을 위한 친절한 스마트폰 활용법『어르신들을 위한 스마트폰 기초교실』은 큰 글씨(A4 크기, 12포인트 글자)로 제작되어 액티브 시니어ㆍ실버 독자분들이 보다 편하게 읽을 수 있..."
"모바일/태블릿/SNS","146141606","2025 스마트폰 씹어먹기3 - 생활편 (with AI )",NA,"차성혜; 이채영; 이경숙; 오현수; 오수정; 박현경","https://www.yes24.com/product/search?domain=ALL&query=%25EC%25B0%25A8%25EC%2584%25B1%25ED%2598%259C&authorNo=460265&author=차성혜; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EC%25B1%2584%25EC%2598%2581&authorNo=460263&author=이채영; https://www.yes24.com/product/search?domain=ALL&query=%25EC%259D%25B4%25EA%25B2%25BD%25EC%2588%2599&authorNo=460261&author=이경숙; https://www.yes24.com/product/search?domain=ALL&query=%25EC%2598%25A4%25ED%2598%2584%25EC%2588%2598&authorNo=460260&author=오현수; https://www.yes24.com/product/search?domain=ALL&query=%25EC%2598%25A4%25EC%2588%2598%25EC%25A0%2595&authorNo=460259&author=오수정; https://www.yes24.com/product/search?domain=ALL&query=%25EB%25B0%2595%25ED%2598%2584%25EA%25B2%25BD&authorNo=460258&author=박현경","BOOKK(부크크)","https://www.yes24.com/product/search?&domain=ALL&company=BOOKK(%eb%b6%80%ed%81%ac%ed%81%ac)&query=BOOKK(%25EB%25B6%2580%25ED%2581%25AC%25ED%2581%25AC)","2025년 04월",NA,"23,500","23,500",NA,NA,NA,"판매지수 42",NA,NA,NA,NA,NA,"N",NA,"N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/146141606","6일 이내 (5/17, 토) 출고예정","디지털 기술은 빠르게 발전하고 있으며, 스마트폰은 우리의 일상에서 더욱 중요한 도구가 되었다. 2025년 최신 개정판 『스마트폰 씹어먹기 3권 - 생활편』 은 변화하는 디지털 환경에 맞춰 가장 실용적이고 필수적..."
"모바일/태블릿/SNS","144554031","할 수 있다! 스마트폰을 활용한 영상 촬영 편집 with 키네마스터",NA,"황점희","https://www.yes24.com/product/search?domain=ALL&query=%25ED%2599%25A9%25EC%25A0%2590%25ED%259D%25AC&authorNo=437725&author=황점희","시대인","https://www.yes24.com/product/search?&domain=ALL&company=%ec%8b%9c%eb%8c%80%ec%9d%b8&query=%25EC%258B%259C%25EB%258C%2580%25EC%259D%25B8","2025년 04월","10","10,800","12,000","포인트적립600원","3","10.0","판매지수 228",NA,NA,NA,NA,"8,400원","Y","8,400원","N",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/144554031","내일 (5/12, 월) 도착예정","스마트폰 이용한 영상 촬영에서 편집, 유튜브 업로드까지!스마트폰을 이용해 사진과 영상을 촬영하고 기본 앱인 포토 에디터와 비디오 에디터를 이용해 사진과 동영상을 편집하는 기본적인 방법을 소개한다. 또한 촬..."
"모바일/태블릿/SNS","143973042","유튜브 AI 성공 전략 : 쇼츠로 시작해 수익화까지","AI 로 자동화하는 유튜브 4 단계 시스템 : 기획부터 업로드까지","강민형","https://www.yes24.com/product/search?domain=ALL&query=%25EA%25B0%2595%25EB%25AF%25BC%25ED%2598%2595&authorNo=277149&author=강민형","디지털북스","https://www.yes24.com/product/search?&domain=ALL&company=%eb%94%94%ec%a7%80%ed%84%b8%eb%b6%81%ec%8a%a4&query=%25EB%2594%2594%25EC%25A7%2580%25ED%2584%25B8%25EB%25B6%2581%25EC%258A%25A4","2025년 04월","10","19,800","22,000","포인트적립1,100원","1","4.0","판매지수 2,154",NA,NA,NA,NA,"22,000원","Y","22,000원","Y",NA,"https://image.yes24.com/momo/Noimg_L.jpg","https://www.yes24.com/product/goods/143973042","내일 (5/12, 월) 도착예정","AI 시대, 쇼츠와 유튜브로 나만의 성공 스토리를 만들자!AI 시대를 맞아 누구나 손쉽게 유튜브 크리에이터가 될 수 있는 시대가 열렸다. 『유튜브 AI 성공 전략: 쇼츠로 시작해 수익화까지』는 13만 명의 구독자를 ..."
