"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"AI와 대중예술 산업","145569211","https://www.yes24.com/product/goods/145569211","인공지능","김진각 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",60,NA,"Y",NA,9,NA,NA,"Y",NA,"AI는 영화, 음악, 웹툰, 게임, OTT 등 대중예술 산업 전반에 빠르게 확산되며 창작, 제작, 유통 방식을 변화시키고 있다. 작곡 AI, 버추얼 아이돌, 개인화 추천 시스템 등 다양한 기술이 실무에 적용되며 산업 구조...","https://image.yes24.com/goods/145569211/L"
"AI와 대중예술 산업 (큰글자책)","145569204","https://www.yes24.com/product/goods/145569204","인공지능","김진각 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 영화, 음악, 웹툰, 게임, OTT 등 대중예술 산업 전반에 빠르게 확산되며 창작, 제작, 유통 방식을 변화시키고 있다. 작곡 AI, 버추얼 아이돌, 개인화 추천 시스템 등 다양한 기술이 실무에 적용되며 산업 구조...","https://image.yes24.com/goods/145569204/L"
"AI 콘텐츠 트렌드 (큰글자책)","145394082","https://www.yes24.com/product/goods/145394082","인공지능","김민지 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI 콘텐츠는 다양한 영역을 아우르는 커다란 캔버스에서 펼쳐지는 새로운 그림과 같다. AI 콘텐츠의 현재와 미래를 가늠하기 위해서는 열린 시선이 필요하다. 혁신 기술과 산업 동향을 기민하게 파악하는 감각, 그리...","https://image.yes24.com/goods/145394082/L"
"AI 콘텐츠 트렌드","145394077","https://www.yes24.com/product/goods/145394077","인공지능","김민지 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",246,NA,"Y",NA,9,NA,NA,"Y",NA,"AI 콘텐츠는 다양한 영역을 아우르는 커다란 캔버스에서 펼쳐지는 새로운 그림과 같다. AI 콘텐츠의 현재와 미래를 가늠하기 위해서는 열린 시선이 필요하다. 혁신 기술과 산업 동향을 기민하게 파악하는 감각, 그리...","https://image.yes24.com/goods/145394077/L"
"네이버 블로그 AI 자동화 마케팅 with 챗GPT+Zapier+Make","145343581","https://www.yes24.com/product/goods/145343581","인공지능","조영빈 저","디지털북스","2025년 04월","20,000","18,000","10","10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2868,NA,"Y",NA,NA,NA,NA,NA,NA,"매일 블로그에 글을 작성하지 않아도 블로그 최적화를 이룩할 수 있다!""챗GPT, 재피어(Zapier), 메이크(Make)로 구현하는 블로그마케팅 자동화의 모든 것“국내에서 가장 많은 사람들이 사용하는 블로그인 네이버 블...","https://image.yes24.com/goods/145343581/L"
"대체불가 AI 교사 업무 자동화","145338919","https://www.yes24.com/product/goods/145338919","인공지능","이승우 저","책바세","2025년 04월","24,000","21,600","10","10.0","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1452,NA,"Y",NA,NA,NA,NA,NA,"Y","디지털 교과서 시대, 교실에 스며든 AI 에듀테크, 학교 업무를 새롭게 디자인하라!생성형 AI 챗GPT 입문부터 교사 맞춤 프롬프트, 학교 업무 자동화 챗봇 개발까지 - 한 권으로 수업, 평가, 상담, 행정을 아우르는 G...","https://image.yes24.com/goods/145338919/L"
"명화 속 AI","145292021","https://www.yes24.com/product/goods/145292021","인공지능","우지환 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",102,NA,"Y",NA,9,NA,NA,"Y",NA,"AI 기술이 명화를 해석하고 복원하며 창작에까지 이르는 과정을 다룬다. 회화의 역사와 AI 알고리즘의 접점을 짚으며, 예술과 기술의 공존 가능성을 탐색한다.AI 기술이 명화를 해석하고 복원하며 창작에까지 이르는...","https://image.yes24.com/goods/145292021/L"
"명화 속 AI (큰글자책)","145292019","https://www.yes24.com/product/goods/145292019","인공지능","우지환 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI 기술이 명화를 해석하고 복원하며 창작에까지 이르는 과정을 다룬다. 회화의 역사와 AI 알고리즘의 접점을 짚으며, 예술과 기술의 공존 가능성을 탐색한다.AI 기술이 명화를 해석하고 복원하며 창작에까지 이르는...","https://image.yes24.com/goods/145292019/L"
"AI 낙관론과 비관론 (큰글자책)","145071736","https://www.yes24.com/product/goods/145071736","인공지능","유화선, 정도범 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",42,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 인간의 능력을 모방하며 다양한 분야에서 중요한 역할을 하고 있으며, 인간과의 공존이 중요해지고 있다. 기술 발전에 대한 낙관론과 비관론이 있지만, 인간의 고유한 능력과 가치를 유지하며 AI와 협력하는 방...","https://image.yes24.com/goods/145071736/L"
"AI 낙관론과 비관론","145071730","https://www.yes24.com/product/goods/145071730","인공지능","유화선, 정도범 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",240,NA,"Y",NA,9,NA,NA,"Y",NA,"AI는 인간의 능력을 모방하며 다양한 분야에서 중요한 역할을 하고 있으며, 인간과의 공존이 중요해지고 있다. 기술 발전에 대한 낙관론과 비관론이 있지만, 인간의 고유한 능력과 가치를 유지하며 AI와 협력하는 방...","https://image.yes24.com/goods/145071730/L"
"지능의 파동, 학습의 미래로","146000174","https://www.yes24.com/product/goods/146000174","인공지능","Harold 저","BOOKK(부크크)","2025년 04월","13,900","13,900",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"지금, 교육은 AI와 함께 새로운 미래를 향해 나아가고 있다. AI 기술이 교육 현장을 어떻게 바꾸고 있으며, 앞으로의 교육은 어떤 방향으로 진화해 나갈 것인지에 대한 구체적인 청사진을 제시한다. 전통적인 학습 ...","https://image.yes24.com/goods/146000174/L"
"60대가 발견한 ChatGPT의 모든 것","145999613","https://www.yes24.com/product/goods/145999613","인공지능","강원기 저","BOOKK(부크크)","2025년 04월","13,100","13,100",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60대가 알려주는 ChatGPT 사용 설명서 - 나의 AI 친구 지니 이야기이 책은 단순한 인공지능 설명서가 아니다. AI라는 새로운 문명과의 만남 속에서 한 사람이 겪은 놀라움, 배움, 그리고 사유의 기록이다. 지은이는 ...","https://image.yes24.com/goods/145999613/L"
"머신러닝 엔지니어링 with 파이썬","145402000","https://www.yes24.com/product/goods/145402000","인공지능","앤드루 피터 맥마흔 저/최용 역","위키북스","2025년 04월","32,000","28,800","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"위키북스- 데이터 사이언스 시리즈-100",534,NA,"Y",NA,NA,NA,NA,NA,NA,"ML옵스를 활용한 실용적 예제로 머신러닝 모델의 프로덕션 수명주기 관리하기!『머신러닝 엔지니어링 with 파이썬』은 ML옵스(MLOps) 엔지니어와 머신러닝(ML) 엔지니어가 실제 문제에 대한 해결책을 구축하는 것을 ...","https://image.yes24.com/goods/145402000/L"
"LLMOps를 활용한 LLM 엔지니어링","145341599","https://www.yes24.com/product/goods/145341599","인공지능","박슬기 저","위키북스","2025년 04월","28,000","25,200","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"위키북스 생성형 AI 프로그래밍-015",1020,NA,"Y",NA,NA,NA,NA,NA,NA,"『LLMOps를 활용한 LLM 엔지니어링』은 LLM 애플리케이션의 개발부터 운영, 평가, 개선까지 전 과정을 실무 중심으로 풀어낸 LLMOps 실전 가이드다. 단순한 모델 호출이나 프롬프트 작성에 그치지 않고, LLM을 제품...","https://image.yes24.com/goods/145341599/L"
"AI와 문화유산 (큰글자책)","145311274","https://www.yes24.com/product/goods/145311274","인공지능","이종욱 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 문화유산의 기록과 복원을 넘어, 새로운 전승과 활용 방식을 제시한다. 디지털 전환 시대에 AI가 문화유산에 가져온 변화를 다양한 사례와 함께 소개한다.","https://image.yes24.com/goods/145311274/L"
"AI와 문화유산","145311268","https://www.yes24.com/product/goods/145311268","인공지능","이종욱 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",291,NA,"Y",NA,9,NA,NA,"Y",NA,"AI는 문화유산의 기록과 복원을 넘어, 새로운 전승과 활용 방식을 제시한다. 디지털 전환 시대에 AI가 문화유산에 가져온 변화를 다양한 사례와 함께 소개한다.","https://image.yes24.com/goods/145311268/L"
"인공지능과 감시 (큰글자책)","145311262","https://www.yes24.com/product/goods/145311262","인공지능","문상현 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 감시를 자동화·정밀화하며 사회 통제의 핵심 도구로 부상하고 있다. 패놉티콘, 감시 자본주의 등 이론을 바탕으로 AI 감시 기술의 작동 방식과 윤리적 문제를 비판적으로 조명한다.","https://image.yes24.com/goods/145311262/L"
"인공지능과 감시","145311258","https://www.yes24.com/product/goods/145311258","인공지능","문상현 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",102,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 감시를 자동화·정밀화하며 사회 통제의 핵심 도구로 부상하고 있다. 패놉티콘, 감시 자본주의 등 이론을 바탕으로 AI 감시 기술의 작동 방식과 윤리적 문제를 비판적으로 조명한다.","https://image.yes24.com/goods/145311258/L"
"AI와 유튜브 크리에이터 (큰글자책)","145311253","https://www.yes24.com/product/goods/145311253","인공지능","김환, 서경숙, 장석은, 김현중, 엄태명 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 유튜브 영상 기획, 편집, 추천 알고리즘에 깊이 관여하며 크리에이터 생태계를 재편하고 있다. AI 도입이 가져온 변화와 그에 따른 기회와 위험을 함께 살핀다.","https://image.yes24.com/goods/145311253/L"
"AI와 유튜브 크리에이터","145311248","https://www.yes24.com/product/goods/145311248","인공지능","김환 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",102,NA,"Y",NA,9,NA,NA,"Y",NA,"AI는 유튜브 영상 기획, 편집, 추천 알고리즘에 깊이 관여하며 크리에이터 생태계를 재편하고 있다. AI 도입이 가져온 변화와 그에 따른 기회와 위험을 함께 살핀다.","https://image.yes24.com/goods/145311248/L"
"실리콘밸리 길들이기","144690703","https://www.yes24.com/product/goods/144690703","인공지능","개리 마커스, 김동환 저/최영호 역","에이콘온","2025년 04월","22,000","20,900","5","9.6","회원리뷰(20건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,180,NA,"Y",NA,NA,NA,NA,NA,NA,"빅테크는 우리 사회를 어떻게 조종하는가?AI 기술의 폭주를 막기 위한 필독서한때 혁신의 상징이었던 실리콘밸리는 이제 소수 기업이 AI 기술을 독점하는 구조로 변해가고 있다. 거대 테크 기업들은 막대한 자본을 ...","https://image.yes24.com/goods/144690703/L"
"7가지 프로젝트로 배우는 LLM AI 에이전트 개발","144457106","https://www.yes24.com/product/goods/144457106","인공지능","황자 저/김진호 역","제이펍","2025년 04월","36,000","32,400","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,4671,NA,"Y",NA,NA,NA,NA,NA,"Y","AI 에이전트 시대가 왔다 에이전트는 자연어를 이해하고 그에 맞는 응답을 생성할 뿐만 아니라 특정 작업을 수행할 수 있는 인공지능이다. 단순한 콘텐츠 생성 도구를 넘어, 복잡한 업무를 매끄럽게 연결해주는 핵심...","https://image.yes24.com/goods/144457106/L"
"교사를 위한 생성형 AI 활용 수업","144129260","https://www.yes24.com/product/goods/144129260","인공지능","김종혜 저","생능북스","2025년 04월","16,000","14,400","10","9.6","회원리뷰(14건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,3579,NA,"Y",NA,NA,NA,NA,NA,"Y","생성형 AI를 수업에 쉽게 적용할 수 있도록 돕는 기초 안내서인공지능 기술이 발전하면서 교육 현장에서도 이를 활용한 다양한 수업이 이루어지고 있다. 이에 따라 이 책을 통해 교사들이 쉽게 따라 할 수 있는 다양...","https://image.yes24.com/goods/144129260/L"
"MAYA 이남국의 하드세페이스 모델링 워크샵 AI 연계강좌(USB)","145627931","https://www.yes24.com/product/goods/145627931","인공지능","이남국 저","와일드큐브(Wild Cube)","2025년 04월","68,000","61,200","10",NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/145627931/L"
"AI 기본법 (큰글자책)","145369128","https://www.yes24.com/product/goods/145369128","인공지능","이수경 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"2025년 제정된 대한민국 최초의 인공지능 기본법을 상세히 해설한다. 산업 육성과 신뢰 확보를 목표로 한 조문별 설명과 입법 배경, 향후 과제를 폭넓게 다룬다. 인공지능 시대의 법적 토대를 이해할 수 있다.","https://image.yes24.com/goods/145369128/L"
"AI 기본법","145369124","https://www.yes24.com/product/goods/145369124","인공지능","이수경 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",84,NA,"Y",NA,9,NA,NA,"Y",NA,"2025년 제정된 대한민국 최초의 인공지능 기본법을 상세히 해설한다. 산업 육성과 신뢰 확보를 목표로 한 조문별 설명과 입법 배경, 향후 과제를 폭넓게 다룬다. 인공지능 시대의 법적 토대를 이해할 수 있다.","https://image.yes24.com/goods/145369124/L"
"AI·XR 시대 공간 컴퓨팅으로 상상하기 SPATIAL COMPUTING","145658572","https://www.yes24.com/product/goods/145658572","인공지능","강청운, 박재형, 박수지 저","광문각출판미디어","2025년 04월","19,000","19,000",NA,"10.0","회원리뷰(14건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1041,NA,"Y",NA,NA,NA,NA,NA,NA,"『AI·XR 시대 공간 컴퓨팅으로 상상하기』는 그 확장의 현장을 직접 보여 주기 위해 쓰였다. 단순한 기술 소개에 머무르지 않고, 공간 컴퓨팅이 창작과 학습, 협업의 방식을 어떻게 근본적으로 변화시키고, 개인의 ...","https://image.yes24.com/goods/145658572/L"
"멈춰 선 당신, 달려가는 AI","145401998","https://www.yes24.com/product/goods/145401998","인공지능","오강록 저","지식과감성#","2025년 04월","22,000","19,800","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,372,NA,"Y",NA,NA,NA,NA,NA,NA,"AI 시대의 진정한 승자는 기술 그 자체가 아닌, 기술을 창의적으로 활용하여 새로운 가치를 창출해 내는 인간이 될 것이다.『멈춰 선 당신, 달려가는 AI』는 인공지능이라는 거대한 변화의 물결 속에서 우리가 어떤 ...","https://image.yes24.com/goods/145401998/L"
"한 권으로 끝내는 미드저니","143604796","https://www.yes24.com/product/goods/143604796","인공지능","민자경 저","에듀웨이","2025년 04월","23,000","20,700","10","9.1","회원리뷰(11건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,978,NA,NA,NA,NA,NA,NA,NA,NA,"생성형 AI 미드저니 최신 기능 수록AI 기술의 발전으로 이미지 생성형 AI가 창작의 방식을 변화시키고 있으며, 미드저니는 혁신적인 도구로 자리 잡았다. 콘셉트 아트, 배경, 캐릭터 디자인 등 영상 제작의 기초적인...","https://image.yes24.com/goods/143604796/L"
"공자가 AI 시대를 산다면","145383089","https://www.yes24.com/product/goods/145383089","인공지능","김준태 저","한겨레출판","2025년 04월","18,000","16,200","10","10.0","회원리뷰(15건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1026,NA,NA,NA,NA,NA,NA,NA,NA,"격동의 AI 시대, 2500년 전 공자에게 길을 묻다2025년 3월 26일, 이미지 생성 기능이 추가된 ChatGPT-4o(이하 챗지피티)가 공개된 이후 ‘AI’는 더욱 뜨거운 화두가 되었다. 전 세계는 지금 챗지피티나 딥시크, 제...","https://image.yes24.com/goods/145383089/L"
"AI와 미래 사회 (큰글자책)","145022207","https://www.yes24.com/product/goods/145022207","인공지능","손현주 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"인공지능이 인간 삶과 사회 전반에 미치는 영향을 분석한다. 알고리즘 인생, 지능 폭발, 윤리 딜레마 등 10개 주제로 AI 시대의 미래를 입체적으로 조망한다.","https://image.yes24.com/goods/145022207/L"
"AI와 미래 사회","145022203","https://www.yes24.com/product/goods/145022203","인공지능","손현주 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,9,NA,NA,"Y",NA,"인공지능이 인간 삶과 사회 전반에 미치는 영향을 분석한다. 알고리즘 인생, 지능 폭발, 윤리 딜레마 등 10개 주제로 AI 시대의 미래를 입체적으로 조망한다.","https://image.yes24.com/goods/145022203/L"
"AI와 넥스트 미디어 (큰글자책)","145022200","https://www.yes24.com/product/goods/145022200","인공지능","박인수 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"인공지능 시대 미디어의 변화를 조망하며, 개인화·자동화 기술 속에서도 감동과 창의성은 여전히 인간의 몫임을 강조한다.","https://image.yes24.com/goods/145022200/L"
"AI와 넥스트 미디어","145022198","https://www.yes24.com/product/goods/145022198","인공지능","박인수 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",66,NA,"Y",NA,9,NA,NA,"Y",NA,"인공지능 시대 미디어의 변화를 조망하며, 개인화·자동화 기술 속에서도 감동과 창의성은 여전히 인간의 몫임을 강조한다.","https://image.yes24.com/goods/145022198/L"
"M365 코파일럿 무작정 따라하기","145015291","https://www.yes24.com/product/goods/145015291","인공지능","김시연, 서지영 저","길벗","2025년 04월","22,000","19,800","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,3996,NA,"Y",NA,17,NA,NA,"Y","Y","일잘러를 위한 최고의 업무 파트너!이제 일잘러의 기준은 Copilot이다.일하는 방식이 바뀌면, 일하는 사람이 달라진다. 『M365 Copilot 무작정 따라하기』는 M365 Copilot의 작동 방법은 물론, 일잘러라면 꼭 알아야...","https://image.yes24.com/goods/145015291/L"
"AI와 K-내러티브 (큰글자책)","144964743","https://www.yes24.com/product/goods/144964743","인공지능","손혜숙 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"2023년 제네바에서 열린 AI 로봇 기자 회견은 인간과 비슷한 방식으로 대화하는 로봇들의 모습을 보여주며 AI의 발전과 사회적 논의를 촉발했다. AI는 다양한 분야에서 혁신을 일으키고 있지만, 윤리적 문제와 편향...","https://image.yes24.com/goods/144964743/L"
"AI와 K-내러티브","144964738","https://www.yes24.com/product/goods/144964738","인공지능","손혜숙 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,9,NA,NA,"Y",NA,"2023년 제네바에서 열린 AI 로봇 기자 회견은 인간과 비슷한 방식으로 대화하는 로봇들의 모습을 보여주며 AI의 발전과 사회적 논의를 촉발했다. AI는 다양한 분야에서 혁신을 일으키고 있지만, 윤리적 문제와 편향...","https://image.yes24.com/goods/144964738/L"
"인공지능과 콘텐츠 비즈니스 (큰글자책)","144964734","https://www.yes24.com/product/goods/144964734","인공지능","이성민 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"생성형 인공지능의 발전은 콘텐츠 산업에 큰 변화를 가져온다. 기계가 창작을 대체하거나 보완하는 가운데, 콘텐츠 기업은 이를 기회로 삼을지 위협으로 여길지 고민해야 한다. 인공지능은 기획, 창작, 유통, 소비 ...","https://image.yes24.com/goods/144964734/L"
"인공지능과 콘텐츠 비즈니스","144964732","https://www.yes24.com/product/goods/144964732","인공지능","이성민 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",42,NA,"Y",NA,9,NA,NA,"Y",NA,"생성형 인공지능의 발전은 콘텐츠 산업에 큰 변화를 가져온다. 기계가 창작을 대체하거나 보완하는 가운데, 콘텐츠 기업은 이를 기회로 삼을지 위협으로 여길지 고민해야 한다. 인공지능은 기획, 창작, 유통, 소비 ...","https://image.yes24.com/goods/144964732/L"
"글로벌 AI 거버넌스와 한국 (큰글자책)","145217024","https://www.yes24.com/product/goods/145217024","인공지능","김명신 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"AI는 이제 세계 질서의 판을 바꾸고 있다. 이 책은 AI 기술이 국제 정치, 경제, 안보, 윤리 등 전 분야에 걸쳐 어떤 영향을 미치고 있는지 통합적으로 분석한다. 기술 패권 경쟁 속에서 미국, 중국, EU, 한국 등 주...","https://image.yes24.com/goods/145217024/L"
"글로벌 AI 거버넌스와 한국","145217023","https://www.yes24.com/product/goods/145217023","인공지능","김명신 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",210,NA,"Y",NA,9,NA,NA,"Y",NA,"AI는 이제 세계 질서의 판을 바꾸고 있다. 이 책은 AI 기술이 국제 정치, 경제, 안보, 윤리 등 전 분야에 걸쳐 어떤 영향을 미치고 있는지 통합적으로 분석한다. 기술 패권 경쟁 속에서 미국, 중국, EU, 한국 등 주...","https://image.yes24.com/goods/145217023/L"
"AI와 미래 의사 (큰글자책)","145022806","https://www.yes24.com/product/goods/145022806","인공지능","임채영 저","커뮤니케이션북스","2025년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",NA,NA,"Y",NA,NA,NA,NA,NA,NA,"인공지능이 의료 현장을 어떻게 바꾸고 있는지를 살피며 AI와 협업하는 의사의 새로운 역할과 역량을 다룬다. 기술 발전과 윤리 문제를 함께 조망한다.","https://image.yes24.com/goods/145022806/L"
"AI와 미래 의사","145022805","https://www.yes24.com/product/goods/145022805","인공지능","임채영 저","커뮤니케이션북스","2025년 04월","12,000","12,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"인공지능 총서",378,NA,"Y",NA,9,NA,NA,"Y",NA,"인공지능이 의료 현장을 어떻게 바꾸고 있는지를 살피며 AI와 협업하는 의사의 새로운 역할과 역량을 다룬다. 기술 발전과 윤리 문제를 함께 조망한다.","https://image.yes24.com/goods/145022805/L"
"AI DEEP RESEARCH 완전 정복","146140506","https://www.yes24.com/product/goods/146140506","인공지능","최흥식 저","BOOKK(부크크)","2025년 04월","15,700","15,700",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""AI Deep Research 완전 정복정보의 홍수 속, 진짜 '보석'을 캐는 생성형 AI 와 AI 검색 엔진, 심층 리서치 활용법을 찾고 계신가요?　매일 쏟아지는 정보 속에서 길을 잃고 헤매거나, ChatGPT, Perplexity AI와 같...","https://image.yes24.com/goods/146140506/L"
"인공지능총서 50종 세트 5","145016144","https://www.yes24.com/product/goods/145016144","인공지능","커뮤니케이션북스 인공지능총서 기획팀 저","커뮤니케이션북스","2025년 04월","600,000","600,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,"전50권","인공지능 총서",NA,NA,NA,NA,NA,NA,NA,NA,NA,"커뮤니케이션북스가 출간한 인공지능총서 50종을 모았다. 실무부터 이론까지 모든 영역의 인공지능 지식을 얻을 수 있다.","https://image.yes24.com/goods/145016144/L"
"생성형 AI 콘텐츠 제작 가이드","146141759","https://www.yes24.com/product/goods/146141759","인공지능","노연숙 저","BOOKK(부크크)","2025년 04월","10,100","10,100",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"생성형 AI 초보자를 위한 아주 쉬운 창작 입문서입니다. ChatGPT로 동화책 글쓰기, DALL·E로 삽화 만들기, RunwayML로 영상 제작, Canva로 표지와 편집까지 직접 따라 하며 실전 결과물을 완성할 수 있는 완성형 실...","https://image.yes24.com/goods/146141759/L"
"AI 대전환 시대, 나는 리더","145417424","https://www.yes24.com/product/goods/145417424","인공지능","김기진, 황교석, 이재실, 최규철, 김택수 저 외 5명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    김기진
                                                                황교석
                                                                이재실
                                                                최규철
                                                                김택수
                                                                마은경
                                                                이소민
                                                                채명석
                                                                김대경
                                                                최준오","에릭스토리","2025년 04월","17,000","15,300","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,"질문 하나가 당신을 바꾸고, 질문 하나가 조직을 움직인다. 지금, 우리는 AI가 모든 것을 바꾸는 대전환의 시대에 살고 있다. 정보의 홍수 속에서, 기술은 빠르게 진화하며 세상을 뒤흔든다. 그런데 왜 어떤 리더는 ...","https://image.yes24.com/goods/145417424/L"
