"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"데이터 과학 레벨 업 with 로드맵","118523285","https://www.yes24.com/product/goods/118523285","인공지능","콘라트 바나헤비치, 루카 마사론 저/김형민 역","한빛미디어","2023년 04월","38,000","34,200","10","9.6","회원리뷰(20건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,72,NA,"Y",NA,11,30400,NA,"Y",NA,"데이터 과학자여,그랜드마스터로 올라서는 비법이 여기에 있다. 실력 향상에 가장 좋은 방법은 실습! 데이터 과학 플랫폼 캐글에서는 다양한 대회에 참가하고 데이터 세트와 노트북, 토론을 주고받으며 ‘실습을 통...","https://image.yes24.com/goods/118523285/L"
"챗GPT 거부할 수 없는 미래","118380338","https://www.yes24.com/product/goods/118380338","인공지능","서지영 저","길벗","2023년 04월","19,000","17,100","10","9.4","회원리뷰(29건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,204,NA,"Y",NA,16,15200,NA,"Y","Y","챗GPT란 무엇인가? 어떻게 활용할 수 있는가?자연어 처리 개념부터 동작 원리, 실전 활용법, API까지 다루는 챗GPT 활용 가이드챗GPT 열풍이 뜨겁다. 챗GPT란 무엇이고, 어디에 어떻게 활용할 수 있는 걸까? 챗GPT의...","https://image.yes24.com/goods/118380338/L"
"챗GPT + 엑셀 업무자동화 정석","118219358","https://www.yes24.com/product/goods/118219358","인공지능","권현욱 저","디지털북스","2023년 04월","15,000","13,500","10","9.2","회원리뷰(13건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2202,NA,"Y",NA,17,15000,NA,"Y","Y","구글링 시대에는 검색 결과로 나온 정보들 중에서 적합한 내용을 얼마나 잘 선별하고 콘텐츠로 가공하느냐가 중요했다면, 앞으로 다가올 인공지능 시대에는 문제를 정리하고 '질문을 잘 하는 능력'이 중요해지는 시...","https://image.yes24.com/goods/118219358/L"
"챗GPT 마스터 기술","118413182","https://www.yes24.com/product/goods/118413182","인공지능","송태민 저","열린인공지능","2023년 04월","10,000","10,000",NA,"10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"POD 도서",NA,12,NA,NA,NA,2,NA,NA,NA,NA,"본 서적은 챗GPT를 활용하여 집필된 서적입니다. 챗GPT를 통해 답변을 받다보니 책에 기입된 URL링크 등의 정보가 정확하지 않을 수 있습니다. 이 책은 텍스트 입력에 대한 자연어 응답을 생성할 수 있는 강력한 AI ...","https://image.yes24.com/goods/118413182/L"
"챗GPT-4 인공지능 미래세상","118060446","https://www.yes24.com/product/goods/118060446","인공지능","안종배 저","광문각출판미디어","2023년 04월","28,000","28,000",NA,"10.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,78,NA,"Y",NA,13,NA,NA,NA,NA,"챗GPT와 GPT-4 인공지능이 세상을 바꾸고 있다. 챗GPT는 탄생하자마자 전 세계에 인공지능 돌풍을 몰고 왔다. 알파고가 가져온 충격과는 비교가 안되는 거대한 물결을 일으키고 있다. 챗GPT가 누구나 어떠한 용도로...","https://image.yes24.com/goods/118060446/L"
"앱 인벤터 한 권으로 끝내기","118413266","https://www.yes24.com/product/goods/118413266","인공지능","김홍순, 박지숙 저","잇플ITPLE","2023년 04월","28,500","25,650","10","10.0","회원리뷰(18건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1218,NA,"Y",NA,9,25650,NA,"Y",NA,"매일 함께 하는 다양한 기능의 앱을 직접 만들 수 있다는 것은 정말 놀랍고도 흥미로운 일입니다. 어렵게만 느껴지는 앱 개발이라는 전문 분야를 누구나 쉽게 접근하여 자신만의 아이디어를 직접 실현할 수 있게 만...","https://image.yes24.com/goods/118413266/L"
"챗GPT - 질문하는 인간, 답하는 AI (큰글자책)","118220655","https://www.yes24.com/product/goods/118220655","인공지능","이임복 저","천그루숲","2023년 04월","40,000","40,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"인간보다 더 인간다운 인공지능의 시대,우리에게 필요한 건 ‘좋은 질문을 던지는 것’이다인터넷과 아이폰 이래 최대의 혁신이라는 챗GPT, 과연 챗GPT는 웹 3.0 세상의 게임 체인저가 될 것인가?1994년부터 대중화...","https://image.yes24.com/goods/118220655/L"
"데이터 품질의 비밀","118335008","https://www.yes24.com/product/goods/118335008","인공지능","바 모세스, 라이어 개비쉬, 몰리 보르웨르크 저/데이터야놀자 역","디코딩","2023년 04월","28,000","25,200","10","8.7","회원리뷰(23건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,870,NA,"Y",NA,12,22400,NA,"Y","Y","데이터를 다루는 일을 하는 사람들이라면 누구나 읽어보고, 알아보고 싶었던 ‘데이터 품질’데이터가 곧 가치인 시대, 성패는 데이터 품질에 달려있다!이 책은 신뢰할 수 없는 데이터로 고통받고, 내적 비명을 지르...","https://image.yes24.com/goods/118335008/L"
"챗GPT를 200% 활용하는 프롬프트 질문 기술","118300550","https://www.yes24.com/product/goods/118300550","인공지능","심재우 저","진한엠앤비","2023년 04월","28,000","26,600","5","2.0","회원리뷰(1건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,24,NA,NA,NA,7,28000,NA,"Y",NA,"인공지능 기술이 발전함에 따라 챗봇(Chatbot)은 새로운 커뮤니케이션 방식으로 자리 잡았다. 이러한 챗봇을 개발하는 데 필요한 기술 중 하나인 챗GPT를 더욱 효과적으로 활용하기 위한 프롬프트 질문 기술을 중심...","https://image.yes24.com/goods/118300550/L"
"챗GPT 프롬프트 엔지니어링 (큰글자책)","118219100","https://www.yes24.com/product/goods/118219100","인공지능","김동성 저","커뮤니케이션북스","2023년 04월","25,000","25,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,"커뮤니케이션이해총서",12,NA,NA,NA,3,NA,NA,NA,NA,"챗GPT 프롬프트 엔지니어링은 챗GPT의 성능을 가장 잘 활용하기 위한 방법론이며 동시에 챗GPT 기술을 더 잘 이해하기 위한 내용이다. 이 책에서는 챗GPT 프롬프트 엔지니어링이 기존의 프롬프트 엔지니어링과 무엇...","https://image.yes24.com/goods/118219100/L"
"챗GPT 프롬프트 엔지니어링","118219092","https://www.yes24.com/product/goods/118219092","인공지능","김동성 저","커뮤니케이션북스","2023년 04월","12,000","12,000",NA,"7.0","회원리뷰(2건)","3일 이내 (5/14, 수) 출고예정",NA,NA,"커뮤니케이션이해총서",96,NA,NA,NA,9,9600,NA,"Y",NA,"챗GPT 프롬프트 엔지니어링은 챗GPT의 성능을 가장 잘 활용하기 위한 방법론이며 동시에 챗GPT 기술을 더 잘 이해하기 위한 내용이다. 이 책에서는 챗GPT 프롬프트 엔지니어링이 기존의 프롬프트 엔지니어링과 무엇...","https://image.yes24.com/goods/118219092/L"
"파이썬과 인공지능 프로젝트 with ASUS Tinker Board","118104927","https://www.yes24.com/product/goods/118104927","인공지능","서민우, 전한결 저","앤써북","2023년 04월","28,000","25,200","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,24,NA,NA,NA,5,NA,NA,NA,NA,"이 책은 라즈베리파이 사용자도 손쉽게 Tinker Board를 이용하여 제품 개발 실무에서 바로 사용할 수 있는 Tinker Board 활용 방법을 소개한 책입니다. Tinker Board는 ASUS에서 AIoT(인공지능 사물 인터넷) 환경을 ...","https://image.yes24.com/goods/118104927/L"
"챗GPT 세상을 바꾸다","118434726","https://www.yes24.com/product/goods/118434726","인공지능","최재용, 김나리, 김선숙, 김수연, 김재영 저 외 5명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    최재용
                                                                김나리
                                                                김선숙
                                                                김수연
                                                                김재영
                                                                서명중
                                                                서성봉
                                                                홍은희
                                                                홍재기
                                                                김진선","미디어북","2023년 04월","20,000","20,000",NA,"9.0","회원리뷰(2건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,12,NA,NA,NA,10,20000,NA,"Y",NA,"「챗GPT 세상을 바꾸다」는 챗GPT 정의에서부터 사용법, 함께 활용하면 좋을 확장 프로그램과 챗GPT를 통해 수익구조를 만들 수 있는 방법, 스마트폰에서 챗GPT 활용하기, 챗GPT로 숏폼영상을 제작하는 방법을 소개...","https://image.yes24.com/goods/118434726/L"
"Scikit-learn 55개 예제로 풀어보는 최신 기계학습 시각화 : 초급","118413202","https://www.yes24.com/product/goods/118413202","인공지능","변해원 저","BOOKK(부크크)","2023년 03월","25,900","25,900",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,"POD 도서",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"2017년에 세계 최대 온라인 개발자 커뮤니티인 스택오버플로(stackoverflow)에서 데이비드 로빈스은 파이썬의 놀라운 성장(The Incredible Growth of Python)이라는 글을 게시하였다. 글의 주요 내용은 파이썬이 가...","https://image.yes24.com/goods/118413202/L"
"인공지능 로보틱스 2/e","117864725","https://www.yes24.com/product/goods/117864725","인공지능","로빈 R. 머피 저/남궁영환, 지성국 역","에이콘출판사","2023년 03월","50,000","45,000","10","4.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2024년 대한민국학술원 우수학술도서 선정도서","에이콘 데이터 과학 시리즈",144,NA,"Y",NA,8,NA,NA,NA,NA,"인공지능과 지능형 로봇 시스템에 대해 이뤄진 연구 성과를 종합 정리한 결과다. 자동화, 자율성, 지능형 로봇의 설계 패러다임, 로코모션, SLAM(Simultaneous Localization And Mapping), 멀티 로봇 시스템, 인간-...","https://image.yes24.com/goods/117864725/L"
"뉴사피엔스 챗GPT","118151862","https://www.yes24.com/product/goods/118151862","인공지능","이규연, 방준성, 부경호, 박제윤, 김홍열 저 외 8명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    이규연
                                                                방준성
                                                                부경호
                                                                박제윤
                                                                김홍열
                                                                박범철
                                                                이재은
                                                                이명호
                                                                박병기
                                                                윤기영
                                                                배영재
                                                                조상근
                                                                조용호","광문각출판미디어","2023년 03월","20,000","20,000",NA,"9.0","회원리뷰(10건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,30,NA,"Y",NA,16,NA,NA,NA,NA,"인공지능 시대의 새로운 인류, 즉 ‘뉴사피엔스’가 이제 막 시작됐다면 지나친 예단일까? 인공지능이라는 단어가 쓰이기 시작한 것은 꽤 오래전부터다. 적어도 지금의 청장년까지는 인공지능이 뭔지는 알고 있다. ...","https://image.yes24.com/goods/118151862/L"
"음성과 언어 처리 2/e","117721420","https://www.yes24.com/product/goods/117721420","인공지능","댄 주라프스키, 제임스 H. 마틴 저/박은숙 역","에이콘출판사","2023년 03월","75,000","67,500","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,"에이콘 데이터 과학 시리즈",96,NA,"Y",NA,5,NA,NA,NA,NA,"이 책은 단어와 구성 요소들로 시작해서, 단어의 시퀀스 속성과 단어들이 어떻게 말하고 이해되는지를 다룬다. 그리고 언어 간 질의 응답, 대화, 번역의 기초가 되는 단어들이 서로 어울리는 방식(구문론), 의미를 ...","https://image.yes24.com/goods/117721420/L"
"인공지능을 위한 완벽한 수학적 가이드 : 머신러닝, 선형대수, 확률통계","118088149","https://www.yes24.com/product/goods/118088149","인공지능","장철원 저","비제이퍼블릭(BJ퍼블릭)","2023년 03월","104,500","94,050","10","9.4","회원리뷰(32건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"전3권",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/118088149/L"
"인공지능과 알고리듬 사회","117827956","https://www.yes24.com/product/goods/117827956","인공지능","이재현 저","컴북스캠퍼스","2023년 03월","38,000","38,000",NA,"8.0","회원리뷰(1건)","3일 이내 (5/14, 수) 출고예정",NA,"2023년 세종도서 학술부문 선정도서",NA,138,NA,"Y",NA,2,30400,NA,"Y",NA,"AI를 다루는 중심 학문은 미디어 커뮤니케이션학임을 증명하고 알고리듬 미디어를 이론적으로 체계화한 종합 개설서다. 미디어 커뮤니케이션 관점에서 알고리듬 미디어는 어떤 기계인지, 어떤 양식의 텍스트를 생성...","https://image.yes24.com/goods/117827956/L"
"인공지능과 알고리듬 사회 (큰글자책)","117827954","https://www.yes24.com/product/goods/117827954","인공지능","이재현 저","컴북스캠퍼스","2023년 03월","52,000","52,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"AI를 다루는 중심 학문은 미디어 커뮤니케이션학임을 증명하고 알고리듬 미디어를 이론적으로 체계화한 종합 개설서다. 미디어 커뮤니케이션 관점에서 알고리듬 미디어는 어떤 기계인지, 어떤 양식의 텍스트를 생성...","https://image.yes24.com/goods/117827954/L"
"한눈에 보이는 데이터 과학과 AI 그림책","117832417","https://www.yes24.com/product/goods/117832417","인공지능","한선관, 박소영 저","성안당","2023년 03월","23,000","20,700","10","9.8","회원리뷰(20건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"한눈에 보이는 그림책",276,NA,"Y",NA,9,18400,NA,"Y",NA,"인공지능의 기반인 데이터 과학의 개념과 활용 분야를 한눈에! 한눈에 보이는 데이터 과학과 AI 그림책요즘 챗GPT를 구현하는 초거대(Hyperscale) AI와 생성(Generative) AI가 초미의 관심사로 부상하고 있다. 이 초...","https://image.yes24.com/goods/117832417/L"
"마음은 어떻게 기계가 되었나 (큰글자책)","117828113","https://www.yes24.com/product/goods/117828113","인공지능","장피에르 뒤피 저/배문정 역","지식공작소","2023년 03월","65,000","65,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"『마음은 어떻게 기계가 되었나』는 사이버네틱스의 역사를 집대성한 프랑스의 정치경제학자 장피에르 뒤피의 책 『인지과학의 기원에 대하여(Aux origines des sciences cognitives)』(1994)의 완역본이다. 뒤피는 ...","https://image.yes24.com/goods/117828113/L"
"마음은 어떻게 기계가 되었나","117828111","https://www.yes24.com/product/goods/117828111","인공지능","장피에르 뒤피 저/배문정 역","지식공작소","2023년 03월","32,000","32,000",NA,NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,150,NA,NA,NA,8,25600,NA,"Y",NA,"『마음은 어떻게 기계가 되었나』는 사이버네틱스의 역사를 집대성한 프랑스의 정치경제학자 장피에르 뒤피의 책 『인지과학의 기원에 대하여(Aux origines des sciences cognitives)』(1994)의 완역본이다. 뒤피는 ...","https://image.yes24.com/goods/117828111/L"
"모두가 할 수 있는 인공지능으로 그림 그리기 stable diffusion 완벽 활용 가이드","117709999","https://www.yes24.com/product/goods/117709999","인공지능","장문철, 주현민 저","앤써북","2023년 03월","14,400","12,960","10","9.3","회원리뷰(13건)",NA,NA,NA,NA,312,NA,NA,"품절",14,NA,NA,NA,NA,"『모두가 할 수 있는 인공지능으로 그림 그리기』 책은 인공지능 기술을 이용하여 고품질의 그림을 그리는 방법을 소개한 국내 최초 인공지능 활용 그림 그리기 책입니다. 이 책의 내용을 따라하면 개인 소장그림부...","https://image.yes24.com/goods/117709999/L"
"머신러닝 시스템 설계","117843256","https://www.yes24.com/product/goods/117843256","인공지능","칩 후옌 저/김대근, 김영민 역","한빛미디어","2023년 03월","38,000","34,200","10","9.4","회원리뷰(31건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1350,NA,"Y",NA,13,30400,NA,"Y","Y","프로덕션 환경에서 머신러닝을 다룰 때무수히 생겨나는 물음표를 해결해줄 MLOps 지침서머신러닝 시스템 개발은 선형이 아닌 순환 프로세스다. 모델을 개발해 배포하고 나서도 끊임없는 모니터링과 업데이트가 필요...","https://image.yes24.com/goods/117843256/L"
"챗GPT : 질문하는 인간, 답하는 AI","117830134","https://www.yes24.com/product/goods/117830134","인공지능","이임복 저","천그루숲","2023년 03월","15,000","13,500","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,318,NA,"Y",NA,27,NA,NA,NA,NA,"인간보다 더 인간다운 인공지능의 시대,우리에게 필요한 건 ‘좋은 질문을 던지는 것’이다인터넷과 아이폰 이래 최대의 혁신이라는 챗GPT, 과연 챗GPT는 웹 3.0 세상의 게임 체인저가 될 것인가?1994년부터 대중화...","https://image.yes24.com/goods/117830134/L"
"인공지능","117813841","https://www.yes24.com/product/goods/117813841","인공지능","천인국 저","인피니티북스","2023년 03월","33,000","33,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2판",NA,3354,NA,"Y",NA,6,33000,NA,"Y",NA,"『인공지능 2판』은 인공지능을 처음 배우는 학습자라도 쉽게 따라올 수 있을 만큼 다양한 그림과 실습으로 가득하다. 특히 딥러닝 분야에서는 구글이 제공하는 텐서플로우 플레이그라운드 사이트를 이용하여 개념을...","https://image.yes24.com/goods/117813841/L"
"몬테카를로 시뮬레이션으로 배우는 확률통계 with 파이썬","117709828","https://www.yes24.com/product/goods/117709828","인공지능","장철원 저","비제이퍼블릭(BJ퍼블릭)","2023년 03월","33,000","29,700","10","10.0","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1284,NA,"Y",NA,7,26400,NA,"Y",NA,"몬테카를로 시뮬레이션을 기반으로 기초 확률 개념 이해부터 파이썬을 활용한 과정 기반 데이터 예측 실습까지 다룬 학습서이 책은 확률 통계 학습을 위한 기초 수학 개념부터 파이썬을 활용해 실제 배운 내용을 응...","https://image.yes24.com/goods/117709828/L"
"라즈베리파이4로 구현하는 사물인터넷(IoT)과 인공지능(AI)","117852490","https://www.yes24.com/product/goods/117852490","인공지능","김경연, 이현, 김영민, 양정모 저","광문각","2023년 03월","28,000","28,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정3판",NA,666,NA,NA,NA,5,28000,NA,"Y",NA,"『(실험키트와 함께하는) 아두이노 완전정복』이라는 책 집필을 끝 마친지 어느덧 7년 정도의 시간이 흘러갔네요. 이전에 집필한 『아두이노 완전정복』에서는 아두이노로 할 수 있는 간단한 일들이 무엇이고, 그것...","https://image.yes24.com/goods/117852490/L"
"AI-메타버스 융합의 기회","117612489","https://www.yes24.com/product/goods/117612489","인공지능","정승욱, 한정환 저","쇼팽의서재","2023년 03월","22,000","19,800","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,"챗GPT의 원리는 인간 뇌를 모방한 ‘생성형 AI’인공지능 미래를 알려면 인간 뇌를 이해해야 한다AI는 결코 인간과 같은 의식을 가질 수 없다AI와 인간의 상호 보완 시대가 펼쳐진다AI는 유전자 생명과학 분야와 불...","https://image.yes24.com/goods/117612489/L"
"인공지능 소프트웨어 품질 보증을 위한 테스트 기법","117524495","https://www.yes24.com/product/goods/117524495","인공지능","사토 나오토, 오가와 히데토, 구루마 히로노부, 묘진 도모유키 저/황석형 역","제이펍","2023년 03월","26,000","23,400","10","9.9","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2023년 세종도서 학술부문 추천도서","제이펍-I♥A.I 시리즈-42",378,NA,"Y",NA,7,18200,NA,"Y",NA,"국내 최초의 인공지능 소프트웨어 테스트 기술서 AI를 현장에서 활용하기 전에 품질을 보증하기 위해서는 적절한 테스트 기법이 필수다. 하지만 기존의 소프트웨어 테스트 기법이 AI 소프트웨어 테스트에도 적합할까...","https://image.yes24.com/goods/117524495/L"
"챗 GPT Top 100 Question","118162330","https://www.yes24.com/product/goods/118162330","인공지능","김상화, 챗GPT 저","BOOKK(부크크)","2023년 03월","15,000","15,000",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,"POD 도서",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"과연 사람들은 챗GPT에게 무엇을 가장 많이 물어봤고 챗GPT는 또 어떻게 답변을 해주었을까? 사람들이 가장 많이 물어보는 Top100 Question을 직접 물어보았다!","https://image.yes24.com/goods/118162330/L"
"파이썬으로 배우는 인공지능 수학","117764677","https://www.yes24.com/product/goods/117764677","인공지능","전태일, 이재광 저","인피니티북스","2023년 03월","32,000","32,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,324,NA,"Y",NA,5,32000,NA,"Y",NA,"본서는 인공지능을 배우고자 하는 학생들이 반드시 알아야 할 다양한 수학지식을 기초부터 학습할 수 있도록 정리하고, 인공지능 분야와의 연관성을 제공하고자 하였다. 또한, 프로그램 개발을 위해 아나콘다와 구글...","https://image.yes24.com/goods/117764677/L"
"딥러닝 초보자를 위한 엔비디아 가이드북","117315415","https://www.yes24.com/product/goods/117315415","인공지능","매그너스 에크만 저/이판호 역","에이콘출판사","2023년 02월","60,000","54,000","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘 데이터 과학 시리즈",252,NA,"Y",NA,6,NA,NA,NA,NA,"복잡하지 않게 한 권으로 딥러닝을 배우고 싶은 사람을 위한 딥러닝 입문서다. 엔비디아 딥러닝 연구소(NVIDIA Deep Learning Institute)의 딥러닝 가이드북을 번역한 이 책은 수식의 사용을 최대한 줄이면서, 딥러...","https://image.yes24.com/goods/117315415/L"
"데이터베이스 신뢰성 엔지니어링","117303857","https://www.yes24.com/product/goods/117303857","인공지능","레인 캠벨, 채리티 메이저스 저/이설민 역","에이콘출판사","2023년 02월","35,000","31,500","10","9.6","회원리뷰(5건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"에이콘 소프트웨어 아키텍처 시리즈",222,NA,"Y",NA,5,NA,NA,NA,NA,"과거 DBA의 역할이 DBRE(DataBase Reliability Engineering)라는 새로운 패러다임을 만나게 되면서 그 역할이 어떻게 변해야 하는지 설명한다. 먼저 DBRE의 개념을 소개하고 백업, 복구, 복제, 인덱스, 모니터링과 ...","https://image.yes24.com/goods/117303857/L"
"사물인터넷 개론","117506993","https://www.yes24.com/product/goods/117506993","인공지능","서경환, 최종철, 권명규, 장원규 저","배움터","2023년 02월","22,000","22,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정3판",NA,858,NA,NA,NA,3,NA,NA,NA,NA,"이 책에는 시대적 변화의 화두인 개방, 융·복합, 창의성, 플랫폼 등을 기반으로 혁신 모멘텀 수단으로 활용할 수 있는 사물인터넷 관련 내용들을 담고 있습니다. 주요 내용으로는 4차 산업혁명과 그 기반인 초연결사...","https://image.yes24.com/goods/117506993/L"
"나사의 벌","117011694","https://www.yes24.com/product/goods/117011694","인공지능","로버트 워 저/정수영 역","시그마북스","2023년 02월","16,000","14,400","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,66,NA,"Y",NA,10,NA,NA,NA,NA,"시대를 바꾼 위대한 발명 50가지휴대전화와 생활가전은 인공지능으로 작동하고, 온라인 구매를 하면 로봇이 물류창고에서 물건을 자동 분류해준다. 머지않아 우주 탐사부터 외과 수술까지 인간이 직접 하기 어렵거나...","https://image.yes24.com/goods/117011694/L"
"그림으로 배우는 StatQuest 머신러닝 강의","117173369","https://www.yes24.com/product/goods/117173369","인공지능","조시 스타머 저/김태헌 역","제이펍","2023년 02월","27,000","24,300","10","10.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"제이펍-I♥A.I 시리즈-41",576,NA,"Y",NA,8,18900,NA,"Y",NA,"지금까지 이보다 더 시각적이고 직관적인 머신러닝 강의는 없었다 머신러닝은 놀랍고 강력한 만큼 매우 복잡한 분야다. 이 책에서는 복잡한 머신러닝 알고리즘을을 이해하기 쉽도록 작게 쪼개 직관적인 예시와 그림...","https://image.yes24.com/goods/117173369/L"
"패턴인식","117483080","https://www.yes24.com/product/goods/117483080","인공지능","오일석 저","인피니티북스","2023년 02월","33,000","33,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정판",NA,306,NA,"Y",NA,5,33000,NA,"Y",NA,"본서는 인간의 패턴인식 과정을 컴퓨터로 흉내내는 학문 분야인 패턴인식을 '이야기' 방식으로 서술하여 재미를 더한 학습서이다. 먼저 '왜?'를 말한 다음, 상식으로 이해할 수 있는 수준의 배경과 개념을 제시하였...","https://image.yes24.com/goods/117483080/L"
"비즈니스 애널리틱스를 위한 데이터 마이닝 in 파이썬","117337195","https://www.yes24.com/product/goods/117337195","인공지능","갈리트 시뮤엘리, Peter C. Bruce, 피터 게데크, Nitin R. Patel 저/조성준 역 외 5명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    갈리트 시뮤엘리
                                                                Peter C. Bruce
                                                                피터 게데크
                                                                Nitin R. Patel
                                                                조성준
                                                                조재희
                                                                조성배
                                                                이성임
                                                                신현정
                                                                김성범","한빛아카데미","2023년 02월","39,000","39,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,"한빛아카데미-IT COOKBOOK",678,NA,"Y",NA,7,39000,NA,"Y",NA,"데이터 마이닝의 개념, 기법, 응용다양한 분석 기법이 존재하는 이유는 각 분석 기법마다 장단점이 있기 때문이다. 데이터를 분석하는 목적, 데이터의 양·유형·노이즈 등에 따라 적합한 분석 기법이 달라진다. 이 책...","https://image.yes24.com/goods/117337195/L"
"메타버스 시대의 사물 인터넷(IoT)","117095957","https://www.yes24.com/product/goods/117095957","인공지능","양순옥, 김성석 저","생능출판사","2023년 02월","28,000","28,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정판",NA,1974,NA,NA,NA,4,NA,NA,NA,NA,"이 책은 사물 인터넷이 왜 4차 산업 혁명의 핵심 기술인지, 어떻게 초연결 메타버스로 확대될 수 있는지, 또 다른 주요 기술은 무엇인지, 그리고 그 파급 효과를 스마트자동차와 스마트공장을 통해 이해할 수 있도록...","https://image.yes24.com/goods/117095957/L"
"그래프 머신러닝","116992194","https://www.yes24.com/product/goods/116992194","인공지능","클라우디오 스타밀레, 알도 마르줄로, 엔리코 듀세비오 저/김기성, 장기식 역","에이콘출판사","2023년 01월","35,000","31,500","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘 데이터 과학 시리즈",240,NA,"Y",NA,7,28000,NA,"Y",NA,"파이썬으로 그래프 데이터를 다루기 위한 패키지인 NetworkX는 손쉽게 그래프를 생성, 조작, 분석하기 위한 매우 유용한 도구이다. NetworkX로 그래프 데이터를 이해하기 위한 기본적인 방법과 더불어 node2vec, edg...","https://image.yes24.com/goods/116992194/L"
"금융 대체 데이터","116920149","https://www.yes24.com/product/goods/116920149","인공지능","알렉산더 데네브, 사이드 아멘 저/이기홍 역","에이콘출판사","2023년 01월","35,000","31,500","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘출판사-금융 퀀트 머신러닝 융합",66,NA,"Y",NA,11,NA,NA,NA,NA,"기존의 테이블 형태로 정형화된 데이터를 뛰어 넘어 비정형화된 데이터와 함께 최근 기술의 발전에 따라 더욱 활성화되고 있는 텍스트, 이미지 및 음성 등을 포함한 빅데이터 시대에 번성하는 각종 대체 데이터가 금...","https://image.yes24.com/goods/116920149/L"
