"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","revised_notice","ebook_info","gift_info","description","image_url"
"혼자 공부하는 머신러닝+딥러닝","143912145","https://www.yes24.com/product/goods/143912145","OS/데이터베이스","박해선 저","한빛미디어","2025년 04월","32,000","28,800","10","9.7","회원리뷰(125건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"혼자 공부하는 시리즈",8529,NA,"Y",NA,NA,"Y","Y","머신러닝 분야 부동의 베스트셀러! 트랜스포머와 LLM 실습까지 더 많이 채웠다!케라스는 물론 파이토치까지, 혼자서도 1:1 과외하듯 배우는 인공지능 자습서 ** 혼공 용어 노트, 저자 직강 유튜브 강의, FAQ(자주 하...","https://image.yes24.com/goods/143912145/L"
"알기 쉽게 해설한 데이터 모델링","143879890","https://www.yes24.com/product/goods/143879890","OS/데이터베이스","홍민영 저","아이리포","2025년 04월","15,000","13,500","10","10.0","회원리뷰(4건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,804,NA,"Y",NA,NA,NA,NA,"데이터 모델링의 기본 개념부터 실무 적용에 필요한 핵심 기법까지 체계적으로 정리하여, 데이터 모델링이 왜 중요한지, 그리고 어떻게 하면 효과적인 데이터 모델을 설계할 수 있는지에 대한 명확한 가이드를 제공...","https://image.yes24.com/goods/143879890/L"
"코딩 자율학습 잔재미코딩의 파이썬 데이터 분석 입문","143822293","https://www.yes24.com/product/goods/143822293","OS/데이터베이스","Dave Lee 저","길벗","2025년 04월","26,000","23,400","10","9.9","회원리뷰(19건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"코딩 자율학습 시리즈",1296,NA,"Y",NA,NA,"Y",NA,"핵심만 쏙쏙! 반복 학습으로 데이터 인재로 거듭나기이 책은 데이터 분석을 체계적으로 익히려는 분과 파이썬을 배웠지만 다음 단계로 무엇을 해야 할지 고민인 분을 위한 책이다. 파이썬 데이터 분석 라이브러리인P...","https://image.yes24.com/goods/143822293/L"
"요즘 우아한 AI 개발 + 요즘 우아한 개발 세트","143789685","https://www.yes24.com/product/goods/143789685","OS/데이터베이스","우아한형제들 저","골든래빗","2025년 04월","48,000","43,200","10","8.9","회원리뷰(34건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2권",NA,NA,NA,NA,NA,NA,NA,"Y",NA,"https://image.yes24.com/goods/143789685/L"
"요즘 우아한 AI 개발","143753715","https://www.yes24.com/product/goods/143753715","OS/데이터베이스","우아한형제들 저","골든래빗","2025년 04월","24,000","21,600","10","9.6","회원리뷰(9건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,9801,NA,"Y",NA,NA,"Y","Y","‘우아한형제들’의 진짜 개발 이야기, AI와 함께 돌아왔습니다!배달의민족 메뉴 추천 AI부터 배달 로봇까지, 현실이 된 AI 기술 이야기 수록우아한형제들의 생생한 개발 이야기를 엮은 『요즘 우아한 개발』이 AI ...","https://image.yes24.com/goods/143753715/L"
"쉽고 빠르게 익히는 실전 LLM","144087363","https://www.yes24.com/product/goods/144087363","OS/데이터베이스","시난 오즈데미르 저/신병훈 역","한빛미디어","2025년 03월","30,000","27,000","10","9.3","회원리뷰(12건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2판",NA,1008,NA,"Y",NA,NA,"Y","Y","최신 LLM 트렌드와 실무를 가장 쉽고 빠르게 배우는 방법GPT부터 라마, 클로드 모델까지 완성형 실전 LLM 가이드이 책은 LLM 개발 단계별 가이드, 모범 사례, 실제 사례 연구, 실습 예제를 통해 LLM이 생소했던 사람...","https://image.yes24.com/goods/144087363/L"
"플랫폼 엔지니어링","143896301","https://www.yes24.com/product/goods/143896301","OS/데이터베이스","카미유 푸르니에, 이언 놀런드 저/류광, 307번역랩 역","한빛미디어","2025년 03월","32,000","28,800","10","9.3","회원리뷰(11건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1602,NA,"Y",NA,NA,"Y","Y","데브옵스의 한계를 넘어,플랫폼 엔지니어링으로 미래를 설계하라지난 25년간 소프트웨어 조직들은 한 가지 지속적인 과제와 씨름해 왔다. 바로 여러 팀이 공유하는 코드와 도구, 인프라를 어떻게 효과적으로 관리할 ...","https://image.yes24.com/goods/143896301/L"
"핀옵스 전략","143759917","https://www.yes24.com/product/goods/143759917","OS/데이터베이스","알폰소 산 미겔 산체스, 대니 오반도 가르시아 저/이병욱 역","에이콘온","2025년 03월","40,000","38,000","5",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘 클라우드 컴퓨팅",174,NA,"Y",NA,NA,"Y",NA,"이 책은 5부에 걸쳐 모두 13개의 장으로 구성돼 있다. 1부는 핀옵스를 소개하고 클라우드 전체 거버넌스와의 조화로운 통합을 설명하는 2개의 장으로 구성된다. 핀옵스 재단이 내린 핀옵스에 대한 정의로부터 시작해...","https://image.yes24.com/goods/143759917/L"
"정보전략계획 ISP 수립 실무","143837563","https://www.yes24.com/product/goods/143837563","OS/데이터베이스","한필순 저","북랩","2025년 03월","18,000","16,200","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,150,NA,"Y",NA,NA,"Y",NA,"보고서 1장에 50만 원의 가치를 담으려면ISP 컨설팅의 본질부터 이해하라!37년 경력 컨설턴트가 집대성한기업·공공기관 정보전략의 정석이 책은 IT 분야에서 기획이나 컨설팅을 다루는 종사자들의 원활한 업무를 위...","https://image.yes24.com/goods/143837563/L"
"랭체인 & 랭그래프로 AI 에이전트 개발하기","143646468","https://www.yes24.com/product/goods/143646468","OS/데이터베이스","서지영 저","길벗","2025년 03월","29,000","26,100","10","10.0","회원리뷰(21건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,4101,NA,"Y",NA,NA,"Y",NA,"LLM만으로 항공권 예약 같은 작업이 가능할까? AI 에이전트라면 가능하다!랭체인, 랭그래프, 랭스미스, 오토젠, AutoGPT, 크루AI, 라마인덱스로 똑똑한 AI 서비스를 만들어 보자!LLM의 최신 트렌드와 AI 생태계의 변...","https://image.yes24.com/goods/143646468/L"
"빅데이터 분석 R프로그래밍으로 시작하기","97195978","https://www.yes24.com/product/goods/97195978","OS/데이터베이스","김민지 저","성안당","2025년 03월","25,000","22,500","10","4.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2쇄/무료 동영상 강의+PPT 강의 자료+소스 코드 제공",NA,168,NA,"Y",NA,NA,NA,NA,"차세대 모든 기술의 근간에는 데이터가 자리잡을 수 밖에 없기에 많은 사람들이 빅데이터를 공부하고 실무에 적용하려고 한다. 하지만 어디서부터 접근해야 할지 막막한 독자들을 위해 이 책에서는 R프로그래밍을 이...","https://image.yes24.com/goods/97195978/L"
"NLP와 LLM 실전 가이드","142954897","https://www.yes24.com/product/goods/142954897","OS/데이터베이스","리오르 가지트, 메이삼 가파리 저/박조은 역","한빛미디어","2025년 03월","34,000","30,600","10","10.0","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,939,NA,"Y",NA,NA,"Y",NA,"LLM 시대의 NLP는 선택이 아닌, 필수!자연어 처리의 모든 기술을 마스터한다!NLP(자연어 처리)를 마스터하고 싶지만 어디서부터 시작해야 할지 고민인가? 이 책은 정확하고 올바른 출발점을 제시한다. 머신러닝과 NL...","https://image.yes24.com/goods/142954897/L"
"Do it! 오라클로 배우는 SQL 입문","142874899","https://www.yes24.com/product/goods/142874899","OS/데이터베이스","이지훈 저","이지스퍼블리싱","2025년 03월","28,000","25,200","10","10.0","회원리뷰(18건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"이지스퍼블리싱-Do it! 시리즈",720,NA,"Y",NA,NA,"Y","Y","개념부터 실전까지, SQL을 처음 배우는 가장 쉬운 방법!3만 명 이상이 선택한 『Do it! 오라클로 배우는 데이터베이스 입문』이 새롭게 돌아왔다!데이터가 곧 경쟁력이 되는 AI 시대! SQL을 배우는 것은 더 이상 선...","https://image.yes24.com/goods/142874899/L"
"벡터 데이터베이스 설계와 구축","142771026","https://www.yes24.com/product/goods/142771026","OS/데이터베이스","송한림 저","아이리포","2025년 03월","17,800","16,020","10","10.0","회원리뷰(5건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2586,NA,"Y",NA,NA,NA,NA,"최근 팔란티어와 같은 AI 소프트웨어 기업들이 국방 및 의료 분야에서 두각을 나타내고 있으며, 그 핵심에는 데이터 기반 설계와 고도화된 분석기법이 자리하고 있다. AI 시스템의 성능을 극대화하려면 비정형 데이...","https://image.yes24.com/goods/142771026/L"
"유닉스 개론 및 실습","143285473","https://www.yes24.com/product/goods/143285473","OS/데이터베이스","이형봉 저","홍릉과학출판사","2025년 02월","25,000","25,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,"개정2판",NA,24,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/143285473/L"
"데이터분석과 인공지능의 첫걸음","143009143","https://www.yes24.com/product/goods/143009143","OS/데이터베이스","정은미, 오종수, 김소영, 박희정, 박주건, 김경민 공저","홍릉","2025년 02월","29,000","29,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,66,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/143009143/L"
"카프카 커넥트","142877531","https://www.yes24.com/product/goods/142877531","OS/데이터베이스","미카엘 메종, 케이트 스탠리 저/고승범, 이상헌, 황한희 역","책만","2025년 02월","33,000","29,700","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,936,NA,"Y",NA,NA,"Y",NA,"유연하고 확장 가능하며 신뢰할 수 있는 실시간 데이터 파이프라인 구축, 현대적인 데이터 인프라를 위한 필수요소, 카프카 커넥트(Kafka Connect)!아파치 카프카 스트리밍 플랫폼의 핵심 도구, 카프카 커넥트를 활...","https://image.yes24.com/goods/142877531/L"
"데이터 과학을 위한 소프트웨어 엔지니어링","142333968","https://www.yes24.com/product/goods/142333968","OS/데이터베이스","캐서린 넬슨 저/김정인 역","제이펍","2025년 02월","29,000","26,100","10","10.0","회원리뷰(3건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,750,NA,"Y",NA,NA,NA,"Y","효율적이고 견고한 파이썬 데이터 과학 코드 작성하기 재현 가능하고, 견고하며, 확장 가능한 코드를 작성하는 능력은 데이터 과학 프로젝트의 성공에 핵심적인 요소이며, 프로덕션 코드를 다루는 작업에 절대적으로...","https://image.yes24.com/goods/142333968/L"
"그림으로 배우는 도커","142806346","https://www.yes24.com/product/goods/142806346","OS/데이터베이스","스즈키 료 저/서수환 역","한빛미디어","2025년 02월","33,000","29,700","10","9.7","회원리뷰(12건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1164,NA,"Y",NA,NA,"Y",NA,"도커의 기본부터 고급 활용까지 쉽게 배우는 단계별 가이드 도커를 따라 하다 보면 명령어는 실행했지만, 정확히 어떻게 동작하는지 알기 어렵거나, 이미지를 만들었는데 컨테이너가 실행되지 않는 상황을 경험하게 ...","https://image.yes24.com/goods/142806346/L"
"전략적 사용자 행동 분석","142686838","https://www.yes24.com/product/goods/142686838","OS/데이터베이스","오세규 저","비제이퍼블릭(BJ퍼블릭)","2025년 02월","29,500","26,550","10","10.0","회원리뷰(14건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1854,NA,"Y",NA,NA,"Y",NA,"사용자를 위한 분석 전략 아이디에이션과믹스패널, 구글 태그 매니저, 생성형 AI를 통한 실전 활용프로덕트 분석에는 대부분 프로그래밍 언어나 SQL, 믹스패널(Mixpanel), 앰플리튜드(Amplitude) 등을 사용한다. 하...","https://image.yes24.com/goods/142686838/L"
"코드형 인프라의 패턴과 실무","142162263","https://www.yes24.com/product/goods/142162263","OS/데이터베이스","로즈마리 왕 저/이국성, 김찬규 역","에이콘출판사","2025년 02월","40,000","36,000","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘 클라우드 컴퓨팅",126,NA,"Y",NA,NA,"Y",NA,"이 책은 코드형 인프라의 정의 및 패턴과 사용법을 소개한다. 기존 인프라를 코드형 인프라로 변경하는 방법뿐만 아니라 인프라를 모듈화하여 시스템 영향 범위를 최소화하는 배포 방법을 배울 수 있다. 또한 가상 ...","https://image.yes24.com/goods/142162263/L"
"AI 시대의 노 워크 혁명","141815530","https://www.yes24.com/product/goods/141815530","OS/데이터베이스","필립 드리말카 저/이병욱 역","에이콘온","2025년 02월","25,000","23,750","5","9.6","회원리뷰(20건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,228,NA,"Y",NA,NA,"Y",NA,"이 책은 모두 16개의 장으로 구성돼 있으며, 인공지능이 바꿔 놓을 미래의 일하는 방식에 대해 설명하고 있다. 인공지능을 적극적으로 활용해 반복적인 일은 기계에 맡기고, 원하는 곳에 더욱 집중해 삶의 질을 높이...","https://image.yes24.com/goods/141815530/L"
"야구 데이터로 배우는 파이썬","142351738","https://www.yes24.com/product/goods/142351738","OS/데이터베이스","사이토 아마네 저/고범석 역","영진닷컴","2025년 02월","18,000","16,200","10","9.4","회원리뷰(24건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,744,NA,"Y",NA,NA,"Y",NA,"오타니 쇼헤이 선수&일본 프로야구의리얼한 데이터로 배우는 파이썬『야구 데이터로 배우는 파이썬』은 야구 데이터를 활용하여 파이썬 프로그래밍과 데이터 분석을 배울 수 있는 실습 중심의 입문서이다. 복잡한 설...","https://image.yes24.com/goods/142351738/L"
"리눅스 운영체제 실습","145339421","https://www.yes24.com/product/goods/145339421","OS/데이터베이스","이창훈 저","배재대학교 출판부","2025년 02월","25,000","25,000",NA,NA,NA,"4일 이내 (5/15, 목) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/145339421/L"
"2025 이기적 SQL 개발자 기출문제 500제+부록 마인드맵","142661192","https://www.yes24.com/product/goods/142661192","OS/데이터베이스","임호진, 박종범, 임준혁 저","영진닷컴","2025년 02월","18,000","16,200","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"CBT 온라인 문제집",NA,474,NA,"Y",NA,NA,"Y",NA,"SQL 개발자 시험 경향을 분석하여 수험생들이 혼자서도 학습할 수 있도록 한 기출문제집으로서, 시행처인 한국데이터산업진흥원에서 공개한 2024년 출제기준을 바탕으로 집필되었다. 핵심문제 150제와 기출 복원 문...","https://image.yes24.com/goods/142661192/L"
"2025 내일은 SQL 개발자(SQLD)","142233442","https://www.yes24.com/product/goods/142233442","OS/데이터베이스","박부창 편저","김앤북","2025년 02월","24,000","21,600","10","9.9","회원리뷰(53건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1878,NA,"Y",NA,NA,NA,"Y","『2025 내일은 SQL 개발자』는 비전공자도, 입문자도 4단계 반복학습으로 한번에 합격할 수 있도록 구성했다. 또한 2024년 변경된 출제 기준(검정과목 및 검정방법)을 완벽하게 반영한 교재이다. 국가공인 SQL 개발...","https://image.yes24.com/goods/142233442/L"
"2025 시대에듀 유선배 SQL개발자(SQLD) 과외노트","139624953","https://www.yes24.com/product/goods/139624953","OS/데이터베이스","정미나 저","시대고시기획 시대교육","2025년 02월","24,000","21,600","10","9.6","회원리뷰(19건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정3판/유튜브 무료 동영상 강의 제공",NA,11628,NA,"Y",NA,NA,"Y","Y","이 책은 데이터베이스에 대한 기본 지식은 없지만 자격증을 취득해보기로 마음을 먹은 용감한 초보자들을 위한 책이다. 기술 서적의 경우 전공자를 대상으로 쓰인 책이 많기 때문에 초보자들이 술술 읽기에는 조금 ...","https://image.yes24.com/goods/139624953/L"
"챗GPT로 시작하는 데이터 리터러시","141694411","https://www.yes24.com/product/goods/141694411","OS/데이터베이스","구자룡 저","마들렌북","2025년 02월","19,800","17,820","10","9.7","회원리뷰(7건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,330,NA,"Y",NA,NA,"Y",NA,"AI 시대, 데이터와 함께 도약하다『챗GPT로 시작하는 데이터 리터러시』우리는 지금 AI와 데이터가 이끄는 시대에 살고 있다. 데이터는 단순한 숫자의 집합이 아니라, 혁신과 성장을 이끄는 핵심 도구이며, 미래를 ...","https://image.yes24.com/goods/141694411/L"
"코딩 자율학습 SQL 데이터베이스 입문","142078601","https://www.yes24.com/product/goods/142078601","OS/데이터베이스","홍팍 저","길벗","2025년 02월","24,000","21,600","10","10.0","회원리뷰(65건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"코딩 자율학습 시리즈",2331,NA,"Y",NA,NA,"Y",NA,"실습 중심의 반복 학습으로SQL 초보자에서 능력자되기데이터베이스의 전반적인 개념과 동작 원리를 이해하고 SQL 쿼리 작성법을 배운다. 실습은 무료로 사용할 수 있는 MySQL로 진행하며, 윈도우와 맥OS 사용자 모두...","https://image.yes24.com/goods/142078601/L"
"데이터 마이닝 개념과 기법 4/e","141377702","https://www.yes24.com/product/goods/141377702","OS/데이터베이스","지아웨이 한, 지안 페이, 항항 통 저/동준상 역","에이콘출판사","2025년 01월","55,000","49,500","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘 데이터 과학 시리즈",420,NA,NA,NA,NA,"Y",NA,"종합적인 학문 및 기술 분야로서 데이터 마이닝의 특징을 소개하며, 정보 기술의 진화와 데이터 마이닝의 필요성, 그리고 응용 분야의 중요성에 대해 설명한다. 먼저, 데이터 마이닝을 위한 다양한 유형의 데이터 타...","https://image.yes24.com/goods/141377702/L"
"Elasticsearch in Action 2/e","141331871","https://www.yes24.com/product/goods/141331871","OS/데이터베이스","마두수단 콘다 저/최중연 역","에이콘출판사","2025년 01월","45,000","40,500","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"에이콘- 오픈소스 프로그래밍 시리즈",354,NA,NA,NA,NA,"Y",NA,"이 책은 현대적인 검색엔진인 일래스틱서치의 기능과 활용법을 폭넓게 다룬 실용적인 안내서다. 기초적인 검색 개념부터 고급 쿼리 작성, 시스템 관리까지 일래스틱서치의 핵심 기능과 아키텍처를 체계적으로 탐구하...","https://image.yes24.com/goods/141331871/L"
"이토록 쉬운 채쌤의 난생처음 SQL","142162784","https://www.yes24.com/product/goods/142162784","OS/데이터베이스","채규태 저","루비페이퍼","2025년 01월","27,000","24,300","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,"SQL이 난생처음인 생초보도 오늘부터 가능!20년 차 베테랑 강사가 필요한 만큼만 알려 주는 SQL 1:1 과외우리가 사용하는 모든 소프트웨어의 핵심은 ‘데이터’이다. 데이터는 사용자로부터 획득하기도 하고 시스템...","https://image.yes24.com/goods/142162784/L"
"초급자를 위한 정보시스템 감리 실무","141742837","https://www.yes24.com/product/goods/141742837","OS/데이터베이스","한필순 저","북랩","2025년 01월","19,000","17,100","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,108,NA,"Y",NA,NA,"Y",NA,"한필순 수석감리원이 20년 노하우로 완성한초급자용 정보시스템 감리 가이드급변하는 IT 기술 속에서도 변하지 않는 감리의 중요성이제, 감리는 단순한 점검을 넘어 성공의 동반자가 되다!현대 정보 기술 환경에서 ...","https://image.yes24.com/goods/141742837/L"
"막힘없이 PostgreSQL","141892324","https://www.yes24.com/product/goods/141892324","OS/데이터베이스","임경석, 김철환, 박관규, 김규민 저","엑셈","2025년 01월","32,000","32,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1296,NA,NA,NA,NA,NA,NA,"PostgreSQL 초·중급 독자를 대상으로 성능 관리를 위해 반드시 알아야 할 핵심 주제들로 구성되어 있다. 아키텍처, 트랜잭션, MVCC, Vacuum, 락(Lock), SQL 실행 계획 등 PostgreSQL의 핵심 기능을 심도 있게 다루었...","https://image.yes24.com/goods/141892324/L"
"된다! 맥북&아이맥 - 맥OS 세쿼이아 판","141262171","https://www.yes24.com/product/goods/141262171","OS/데이터베이스","쌤쌤티비, 케이트 저","이지스퍼블리싱","2025년 01월","19,000","17,100","10","10.0","회원리뷰(4건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"된다! 시리즈",1974,NA,"Y",NA,NA,"Y",NA,"맥북 분야 베스트셀러, 2025년 최신 업데이트 반영 완료한 최신간!11년 차 애플 덕후 ‘쌤쌤티비’가 친절하게 알려 주는 맥OS 입문서1시간이면 맥OS 완벽 적응 완료! 빠르게 배워 바로 들고 나가자!2015년 첫 출간 ...","https://image.yes24.com/goods/141262171/L"
