"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"처음 배우는 한글 꿈트리 2","124809856","https://www.yes24.com/product/goods/124809856","오피스 활용","김민정, 김민화 저/KIE기획연구실 감수/컴벤져스 기획","아카데미소프트","2024년 02월","12,000","10,800","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,870,NA,NA,NA,7,NA,NA,NA,NA,"초등 저학년을 위해 새롭게 개발한 『처음 배우는 한글 꿈트리 2』는 한글 2020 버전으로 저학년 기준에 적합한 쉽고 재미있게 만든 교재이다.","https://image.yes24.com/goods/124809856/L"
"된다! 하루 만에 끝내는 챗GPT 활용법","124517469","https://www.yes24.com/product/goods/124517469","오피스 활용","프롬프트 크리에이터 저","이지스퍼블리싱","2024년 01월","17,000","15,300","10","9.3","회원리뷰(40건)",NA,NA,"전면개정판","된다! 시리즈",9126,NA,"Y","절판",20,12000,"개정판이 출간되었습니다.","Y",NA,"초보자도 1시간이면 바로 사용 가능! 업무부터 자기 계발까지 챗GPT에게 일 시키고 시간 버는 법!생성 AI 전문 유튜버 ‘프롬프트 크리에이터’에게 배우면 챗GPT를 하루 만에 익힐 수 있다!챗GPT 입문 분야 베스트...","https://image.yes24.com/goods/124517469/L"
"파워포인트 2021","124422659","https://www.yes24.com/product/goods/124422659","오피스 활용","Vision IT 저","아티오","2024년 01월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,"원리쏙쏙 IT 실전 워크북 시리즈-34",414,NA,"Y",NA,7,9800,NA,"Y",NA,"이 책은 파워포인트 2021 버전을 이용하여 컴퓨터 초보자가 프레젠테이션 문서를 잘 만들고 실전 업무에 응용할 수 있도록 체계적으로 설명한 책이다. 본문이 따라하기 형태로 구성되어 있어 그대로 진행하다 보면 ...","https://image.yes24.com/goods/124422659/L"
"엑셀 2021","124422647","https://www.yes24.com/product/goods/124422647","오피스 활용","김도린 저","아티오","2024년 01월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"원리쏙쏙 IT 실전 워크북 시리즈-33",768,NA,"Y",NA,6,9800,NA,"Y",NA,"이 책은 엑셀 2021 버전을 이용하여 컴퓨터 초보자가 각종 데이터를 쉽게 관리하고 구축할 수 있도록 체계적으로 설명한 책이다. 본문이 따라하기 형태로 구성되어 있어 그대로 진행하다 보면 누구나 쉽게 익힐 수 ...","https://image.yes24.com/goods/124422647/L"
"든든한 첫출발 엑셀 M365","124612236","https://www.yes24.com/product/goods/124612236","오피스 활용","이유정, 조점란 저","연두에디션","2024년 01월","25,000","25,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,720,NA,NA,NA,3,NA,NA,NA,NA,"이 책은 총 13장으로 구성되어 있으며, 엑셀의 핵심 내용 대부분이 포함되어 있습니다. 각 장의 본문은 기초부터 중급 이상의 내용까지 간결하고 명확한 설명을 포함하고 있으며 실습을 통해 쉽게 자신의 것으로 습...","https://image.yes24.com/goods/124612236/L"
"사장님 몰래하는 파이썬 업무 자동화","124409746","https://www.yes24.com/product/goods/124409746","오피스 활용","정용범, 손상우 저","비제이퍼블릭(BJ퍼블릭)","2024년 01월","32,000","28,800","10","9.8","회원리뷰(13건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,642,NA,"Y",NA,7,25600,NA,"Y",NA,"손 사원의 칼퇴를 위한 파이썬 학습 여정!웹, 엑셀, 워드, PDF, 이메일 파일&폴더 정리 등의 다양하고 실용적인 업무 자동화 패키지를 파이썬 초보 입장에서 친절히 설명했다. 이 책을 통해 매일 반복되는 루틴한 문...","https://image.yes24.com/goods/124409746/L"
"한글 2020","124057448","https://www.yes24.com/product/goods/124057448","오피스 활용","김수진 저","아티오","2024년 01월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,630,NA,"Y",NA,7,9800,NA,"Y",NA,"이 책은 한글 2020 버전을 이용하여 컴퓨터 초보자가 각종 문서를 작성하고 실생활 및 업무에 쉽게 활용할 수 있도록 체계적으로 설명한 책입니다. 본문이 따라하기 형태로 구성되어 있어 그대로 진행하다 보면 누구...","https://image.yes24.com/goods/124057448/L"
"백발백중 ITQ 파워포인트 2021","123915507","https://www.yes24.com/product/goods/123915507","오피스 활용","한정수, IT 연구회 저","성안당","2024년 01월","18,000","16,200","10","10.0","회원리뷰(1건)",NA,NA,"자동채점 프로그램, 무료 동영상 강의 제공",NA,360,NA,"Y","절판",5,NA,"개정판이 출간되었습니다.",NA,NA,"전국의 IT 교육을 책임지는 컴퓨터학원 모임인 전국컴퓨터교육협의회 추천도서로, 많은 컴퓨터학원에서 본 도서를 기본 교재로 채택하여 강의하고 있습니다. 자동채점 프로그램을 제공하여 틀린 부분을 집중적으로 ...","https://image.yes24.com/goods/123915507/L"
"엑셀 2021 단계별 정복하기","123807994","https://www.yes24.com/product/goods/123807994","오피스 활용","Vision IT 저","아티오","2024년 01월","10,000","9,000","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"Start! 첫걸음 시리즈",972,NA,"Y",NA,8,7000,NA,"Y",NA,"이 책은 초보자가 보다 쉽게 엑셀의 기본 기능 및 활용법을 익혀 활용할 수 있도록, 쉬운 예제와 큰 화면을 이용하여 원포인트 방식의 1:1 학습 기능을 적용하여 그대로 따라하기만 하면 배울 수 있도록 만들었습니...","https://image.yes24.com/goods/123807994/L"
"파워포인트 2021 단계별 정복하기","123665097","https://www.yes24.com/product/goods/123665097","오피스 활용","Vision IT 저","아티오","2024년 01월","10,000","9,000","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,408,NA,"Y",NA,5,7000,NA,"Y",NA,"이 책은 초보자가 보다 쉽게 파워포인트의 기본 기능 및 활용법을 익혀 활용할 수 있도록, 쉬운 예제와 큰 화면을 이용하여 원포인트 방식의 1:1 학습 기능을 적용하여 그대로 따라하기만 하면 배울 수 있도록 만들...","https://image.yes24.com/goods/123665097/L"
"가장 쉬운 자동화 수익 프로그램 만들기","124213586","https://www.yes24.com/product/goods/124213586","오피스 활용","조민채 저/신동규 감수","정보문화사","2024년 01월","22,000","19,800","10","9.9","회원리뷰(15건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,144,NA,"Y",NA,7,17000,NA,"Y",NA,"하루라도 빨리 자동화에 눈떠야 한다. 바로 지금이 기회다.카카오톡 오픈 채팅방을 활용한 자동화 챌린지를 운영하는 방법으로 구글 스프레드시트에 초점을 맞춘 이 책은 함수를 배우고 수익화하는 방법을 자세하게 ...","https://image.yes24.com/goods/124213586/L"
"챗GPT & AI 활용법","118300489","https://www.yes24.com/product/goods/118300489","오피스 활용","앤미디어 저","성안당","2024년 01월","20,000","18,000","10","9.7","회원리뷰(49건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"AI 팀워크를 위한 내 옆에 AI 시리즈",5640,NA,"Y",NA,19,16000,NA,"Y","Y","챗GPT와 AI를 이용한 이모티콘 제작부터 로고 명함, 브랜드 디자인, 숏폼부터 유튜브 콘텐츠 편집 자동화 제작까지!이 책은 챗GPT와 AI 도구를 활용하여 누구나 쉽게 일상이나 업무에서 사용 가능한 콘텐츠 만드는 ...","https://image.yes24.com/goods/118300489/L"
"파워포인트 ppt 피피티 만들기 자격증 기초 기본 오피스 365 직장인 실무 사용법 책 교재보다 좋은 USB 강좌 교육","124393228","https://www.yes24.com/product/goods/124393228","오피스 활용","액션미디어 편집부","액션미디어","2024년 01월","28,900","28,900",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,48,NA,NA,NA,1,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/124393228/L"
"아래한글 문서작성 가이드 한컴오피스 hwp 워드 2022 2018 2016 실무 버전 가능 책 교재보다 좋은 USB 강좌 교육","124393226","https://www.yes24.com/product/goods/124393226","오피스 활용","액션미디어 편집부","액션미디어","2024년 01월","28,900","28,900",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/124393226/L"
"엑셀 기초 실무 사용방법과 액셀 기본 공부  책 교재보다 좋은 excel 함수 배우기 USB 강좌 추천 독학 교육","124393208","https://www.yes24.com/product/goods/124393208","오피스 활용","액션미디어 편집부","액션미디어","2024년 01월","29,800","29,800",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,168,NA,NA,NA,1,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/124393208/L"
"엑셀 기초 실무 사용방법과 아래 한글 문서 작성 기본&파워포인트 컴퓨터 한컴오피스 한글과 ppt 피피티 책 교재 보다 좋은 USB 강좌 강의 교육","124393205","https://www.yes24.com/product/goods/124393205","오피스 활용","액션미디어 편집부","액션미디어","2024년 01월","46,000","46,000",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,126,NA,NA,NA,1,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/124393205/L"
"보고서 차트 실무 강의 with 엑셀","124335157","https://www.yes24.com/product/goods/124335157","오피스 활용","최성호 저","한빛미디어","2024년 01월","19,000","17,100","10","9.8","회원리뷰(23건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,600,NA,"Y",NA,9,13680,NA,"Y",NA,"잘 만들어진 보고서의 공통점은적절한 ‘차트’를 제대로 활용했다는 것이다!보고서의 핵심을 명확하게 전달하는 52가지 차트 작성법!잘 쓴 보고서는 실무에서 직장인의 업무 역량을 높이 평가하는 요소로 작용한다....","https://image.yes24.com/goods/124335157/L"
"파워포인트 도형 놀이터","124327042","https://www.yes24.com/product/goods/124327042","오피스 활용","오은정 저","아카데미소프트","2023년 12월","14,000","12,600","10","10.0","회원리뷰(2건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,390,NA,NA,NA,5,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/124327042/L"
"캐릭터 달력 만들기","124327016","https://www.yes24.com/product/goods/124327016","오피스 활용","KIE기획연구실 저","아카데미소프트","2023년 12월","14,000","12,600","10","10.0","회원리뷰(1건)","2일 이내 (5/13, 화) 출고예정",NA,"교재+구성품",NA,498,NA,NA,NA,3,NA,NA,NA,NA,"캐릭터 달력 만들기 교재는 표, 그림 삽입, 텍스트 상자, 등 다양한 기능을 사용하며 자유롭게 달력을 꾸미고 파워포인트 기능 이해도를 높여주는 교재입니다.","https://image.yes24.com/goods/124327016/L"
"할 수 있다! 파워포인트 2016 활용","123861728","https://www.yes24.com/product/goods/123861728","오피스 활용","정동임 저","시대인","2023년 12월","12,000","10,800","10","10.0","회원리뷰(10건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,354,NA,NA,NA,9,8400,NA,"Y",NA,"파워포인트의 활용 범위를 넓혀주는 활용서!파워포인트의 활용 범위를 넓혀줄 수 있는 파워포인트 활용서입니다. 발표용 자료 만들기 외에 학교나 직장에서 활용하는 방법은 물론 유튜브에 올릴 영상을 작업하는 데...","https://image.yes24.com/goods/123861728/L"
"깨비뚝딱 엑셀 2021","123948021","https://www.yes24.com/product/goods/123948021","오피스 활용","조준현 저","REXmedia(렉스미디어)","2023년 12월","12,000","10,800","10","10.0","회원리뷰(1건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,60,NA,"Y",NA,3,NA,NA,NA,NA,"- 초등학교 저학년용으로 초보자가 쉽게 흥미를 가질 수 있는 예제로 구성- 비주얼한 효과를 강조한 예제로 구성- 본문 20차시 및 종합정리 4차시로 구성하여 탄력적인 학습시간 운영","https://image.yes24.com/goods/123948021/L"
"할 수 있다! 한글 NEO 기초","123776176","https://www.yes24.com/product/goods/123776176","오피스 활용","정동임 저","시대인","2023년 12월","12,000","10,800","10","10.0","회원리뷰(6건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,12,NA,NA,NA,13,8400,NA,"Y",NA,"실용적인 예제로 배우는 ‘찐’ 한글 입문서 한글 NEO를 쉽게 학습할 수 있는 입문서다. 초대장 만들기, 시집 만들기, 광고지 만들기 등 실생활에 활용할 수 있는 문서를 만들어 보면서 한글 NEO의 필수 기능을 익힐...","https://image.yes24.com/goods/123776176/L"
"할 수 있다! 파워포인트 2016 기초","123246545","https://www.yes24.com/product/goods/123246545","오피스 활용","장경숙 저","시대인","2023년 11월","12,000","10,800","10","10.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,492,NA,NA,NA,7,8400,NA,"Y",NA,"누구나 쉽게 배울 수 있는 ‘찐’ 파워포인트 입문서 다양한 문서를 만들어 보면서 파워포인트의 기능을 학습할 수 있도록 구성하였습니다. 발표용 문서 만들기는 물론 일상에서 필요한 안내장이나 앨범 만들기 등을...","https://image.yes24.com/goods/123246545/L"
"더 포맷","123183257","https://www.yes24.com/product/goods/123183257","오피스 활용","이시쿠라 히데아키 저/이다인 역","인간희극","2023년 11월","18,000","16,200","10","10.0","회원리뷰(1건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,30,NA,NA,NA,9,NA,NA,NA,NA,"일본 업계 최고 텍스트커뮤니케이션 전문가의 업무용 글쓰기 노하우 대공개!〈함께 일하는 모든 사람들이 이 책을 읽었으면 좋겠다!〉 비즈니스맨들의 극찬 세례! 빈칸을 채우기만 하면 확실하게 전달되는 최강의 문...","https://image.yes24.com/goods/123183257/L"
"윤피티의 프레젠테이션 디자인 실무 강의 with 파워포인트","123254734","https://www.yes24.com/product/goods/123254734","오피스 활용","윤상림 저","한빛미디어","2023년 11월","22,000","19,800","10","9.8","회원리뷰(24건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,738,NA,"Y",NA,13,15840,NA,"Y",NA,"파워포인트 초보도 전문가처럼 프레젠테이션을 디자인한다!파워포인트를 활용하는 모두를 위한 실전 프레젠테이션 디자인 가이드파워포인트라는 도구는 쉽지만 디자인은 어렵다. 초보자도, 전문가도 동일한 도구와 ...","https://image.yes24.com/goods/123254734/L"
"생초보 워드프레스 하루만에 끝장내기","123151525","https://www.yes24.com/product/goods/123151525","오피스 활용","이상원 저","라온북","2023년 11월","29,000","26,100","10","9.6","회원리뷰(23건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,402,NA,"Y",NA,12,23000,NA,"Y",NA,"개인 창업, 개인 브랜드화의 시대가 도래했다. 나를 브랜딩할 홈페이지를 스스로 만드는 워드프레스의 비법을 알아보자.아무리 SNS가 잘 되어있다 하더라도 홈페이지는 기본이다. 개인이 브랜드화되는 세상에서 마케...","https://image.yes24.com/goods/123151525/L"
"할 수 있다! 엑셀 2016 활용","123166657","https://www.yes24.com/product/goods/123166657","오피스 활용","이재훈 저","시대인","2023년 11월","12,000","10,800","10","10.0","회원리뷰(11건)","2일 이내 (5/13, 화) 출고예정",NA,"개정판",NA,576,NA,NA,NA,4,8400,NA,"Y",NA,"다양한 문서 만들기 예제로 배우는 엑셀 활용 엑셀 프로그램의 활용 능력을 높일 수 있도록 가계부, 급여 명세서, 영업 실적표 등 다양한 문서 만들기 예제로 구성되어 있습니다. 엑셀 초보자가 어렵게 생각하는 외...","https://image.yes24.com/goods/123166657/L"
"할 수 있다! 엑셀 2016 기초","123166608","https://www.yes24.com/product/goods/123166608","오피스 활용","장경숙 저","시대인","2023년 11월","12,000","10,800","10","10.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정판",NA,1782,NA,NA,NA,10,8400,NA,"Y",NA,"누구나 쉽게 배울 수 있는 ‘찐’ 엑셀 입문서 표만 봐도 어렵다고 느끼는 찐 엑셀 초보자를 위한 엑셀 입문서. 일정표, 명세서, 실적 자료 만들기 등 다양한 문서를 만들어 보면서 엑셀의 기능을 익힐 수 있습니다....","https://image.yes24.com/goods/123166608/L"
"2024년 빅라플 ITQ파워포인트2016","123034350","https://www.yes24.com/product/goods/123034350","오피스 활용","안영선, 이상돈 저","REXmedia(렉스미디어)","2023년 11월","16,000","14,400","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,"빅라플 시리즈",90,NA,"Y",NA,4,NA,NA,NA,NA,"· BIG 라플 - 더 크게, 더욱 쉽게. 더욱더 편하게 구성하였습니다.· 출제유형분석 - 문제 조건이 해당 페이지 상단에 있어서 편리합니다.· 실전모의문제 - 큰 글자, 큰 화면으로 20회 구성하여 100% 준비합니다.· 기...","https://image.yes24.com/goods/123034350/L"
"한컴오피스 2022","123239433","https://www.yes24.com/product/goods/123239433","오피스 활용","윤관식 저","가나출판사","2023년 10월","23,000","20,700","10",NA,NA,NA,NA,NA,NA,120,NA,NA,"절판",NA,NA,NA,NA,NA,"이 책은 초보자용 교재입니다만, 중급 사용자도 볼 수 있도록 한글 프로그램을 다루는 과정에서 PC 하드웨어 및 소프트웨어 전반에 관한 설명을 곁들여서 공부하는 사람이 지루하지 않고 미래의 자신을 바라보면서 ...","https://image.yes24.com/goods/123239433/L"
"PPT 디자인으로 월급 벌기","122606042","https://www.yes24.com/product/goods/122606042","오피스 활용","김다솔 저","길벗","2023년 10월","25,000","22,500","10","9.8","회원리뷰(19건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"길벗-월급벌기 시리즈",498,NA,"Y",NA,9,20000,NA,"Y","Y","첫 의뢰 수익 40만 원에서 1년 만에 2억 매출 달성한 저자의 PPT 디자인 수익화 성공 전략!디자이너가 아니어도 상관없습니다. 누구나 PPT 디자인으로 수익 창출할 수 있는 전략 공개! 디자인의 ‘ㄷ’ 자도 모르던 ...","https://image.yes24.com/goods/122606042/L"
"된다! 7일 실무 한글","122598455","https://www.yes24.com/product/goods/122598455","오피스 활용","한정희 저","이지스퍼블리싱","2023년 10월","18,000","16,200","10","9.8","회원리뷰(46건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"된다! 시리즈",6624,NA,"Y",NA,18,13000,NA,"Y",NA,"하루면 기초 떼고 일주일이면 누름틀, 메일 머지까지 다룬다!업무 시간을 확 줄이는 마법 같은 노하우를 담은 실무 한글 입문서!공기업, 연수원에서 진짜 실무자들이 듣는 유료 강의를 책으로 만나 보세요!“한글 프...","https://image.yes24.com/goods/122598455/L"
"회사에서 엑셀로 살아남기","122560676","https://www.yes24.com/product/goods/122560676","오피스 활용","김경자 저","한빛미디어","2023년 10월","19,000","17,100","10","9.9","회원리뷰(19건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,516,NA,"Y",NA,11,15200,NA,"Y",NA,"짧은 시간에 가장 효율적으로 배우는 엑셀 입문서!실제 회사에서 쓰는 11개 문서로 생존에 필요한 엑셀 스킬을 빠르게 배운다!엑셀은 회사의 업무를 순조롭게 하기 위해 필수로 사용되는 프로그램으로, 많은 사람이 ...","https://image.yes24.com/goods/122560676/L"
"2개묶음 아래한글 문서작성 교육 한컴오피스 +엑셀 기초 활용 ms 강좌 책 교재 서적 보다 좋은 usb 강의","115294240","https://www.yes24.com/product/goods/115294240","오피스 활용","액션미디어","액션미디어","2023년 10월","37,600","37,600",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/115294240/L"
"3개묶음 아래한글 문서작성 교육 한컴오피스 +엑셀 기초 활용  +파워포인트 강좌  책 교재 서적  usb 강의","115294245","https://www.yes24.com/product/goods/115294245","오피스 활용","액션미디어","액션미디어","2023년 10월","42,000","42,000",NA,NA,NA,"2일 이내 출고예정",NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/115294245/L"
"진짜 하루만에 끝내는 AI 활용","122462927","https://www.yes24.com/product/goods/122462927","오피스 활용","김연지 저","티더블유아이지","2023년 09월","23,800","21,420","10","9.7","회원리뷰(6건)",NA,NA,NA,NA,114,NA,"Y","품절",5,16800,NA,"Y",NA,"AI 활용법을 가장 쉽고 친절하게 설명하는 책!세탁기, 자동차, 컴퓨터와 같은 기계가 발전할 때마다 사람들은 환호합니다. 그러나 AI의 발전은 두려운 눈으로 바라봅니다.AI 때문에 직업을 잃게 되는 건 아닐까?AI가...","https://image.yes24.com/goods/122462927/L"
"챗GPT로 완성하는 엑셀 업무 자동화 with MS 파워 오토메이트","122482770","https://www.yes24.com/product/goods/122482770","오피스 활용","김성준 저","프리렉","2023년 09월","24,000","21,600","10","9.9","회원리뷰(16건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1230,NA,"Y",NA,13,16800,NA,"Y",NA,"나만의 업무 경쟁력 엑셀 자동화, 실제 업무에 바로 활용할 수 있는 자동화 예제 34개로 시작합니다!당신에게 필요한 자동화, 이 책에 반드시 있습니다!날마다 새로운 AI 기술이 등장하고 있는 요즘, 바야흐로 '업무...","https://image.yes24.com/goods/122482770/L"
"쉽게 배워 폼나게 활용하는 엑셀 Excel 2016","89584543","https://www.yes24.com/product/goods/89584543","오피스 활용","박윤정, IT연구회 저","성안당","2023년 09월","18,000","16,200","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,"1판 4쇄, 무료 동영상 강의 제공","성안당-Easy 시리즈-20",798,NA,"Y",NA,11,NA,NA,NA,NA,"전국의 컴퓨터학원을 운영하시는 원장님들의 모임인 전국컴퓨터교육협의회에서 내용과 구성 등에 대해 처음부터 끝까지 함께 진행한 교재로, 실생활에서 활용할 수 있는 기능들을 따라하기 해설로 자세하게 설명하였...","https://image.yes24.com/goods/89584543/L"
"따라하며 배우는 엑셀함수 & 데이터시각화","122294228","https://www.yes24.com/product/goods/122294228","오피스 활용","강형일 저","복두출판사","2023년 09월","20,000","20,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,48,NA,NA,NA,4,17000,NA,"Y",NA,"이 책은 처음 엑셀을 접하는 독자를 위해 엑셀에서 제공하는 많은 기능 중에서 가장 기본적인 기능을 알기 쉽게 제대로 학습할 수 있도록 구성하였습니다. 1장에서는 엑셀의 기본 기능을 간략하게 소개하였고, 이후 ...","https://image.yes24.com/goods/122294228/L"
"엑셀로 시작하는 데이터 분석 첫걸음","122166636","https://www.yes24.com/product/goods/122166636","오피스 활용","김말숙 저","경문사","2023년 09월","19,000","19,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,180,NA,NA,NA,4,NA,NA,NA,NA,"데이터 분석, 쉽고 간편한 엑셀로!엑셀만 알면 누구나 데이터 분석을 할 수 있다!오늘날 우리는 범람하는 데이터 안에 살고 있으며, “데이터를 정복하는 자가 세상을 앞서간다”라는 말이 있을 정도로 4차 산업혁명...","https://image.yes24.com/goods/122166636/L"
"깨비뚝딱 한셀 2016(NEO)","122090355","https://www.yes24.com/product/goods/122090355","오피스 활용","조준현 저","REXmedia(렉스미디어)","2023년 09월","12,000","10,800","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,"Y",NA,5,NA,NA,NA,NA,"- 초등학교 저학년용으로 초보자가 쉽게 흥미를 가질 수 있는 예제로 구성- 비주얼한 효과를 강조한 예제로 구성- 본문 20차시 및 종합정리 4차시로 구성하여 탄력적인 학습시간 운영","https://image.yes24.com/goods/122090355/L"
"깨비뚝딱 파워포인트 2021","122090332","https://www.yes24.com/product/goods/122090332","오피스 활용","안영선, 김은영 저","REXmedia(렉스미디어)","2023년 09월","12,000","10,800","10","10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,234,NA,"Y",NA,5,NA,NA,NA,NA,"- 초등학교 저학년용으로 초보자가 쉽게 흥미를 가질 수 있는 예제로 구성- 비주얼한 효과를 강조한 예제로 구성- 본문 20차시 및 종합정리 4차시로 구성하여 탄력적인 학습시간 운영","https://image.yes24.com/goods/122090332/L"
"정보화실무 2021","121826468","https://www.yes24.com/product/goods/121826468","오피스 활용","이영수, 박정연 저","REXmedia(렉스미디어)","2023년 09월","16,000","14,400","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,228,NA,"Y",NA,5,NA,NA,NA,NA,"- 엄선된 학습 내용과 다양한 예제 사용- 쉽게 따라할 수 있는 단계별 따라하기- 실무 활용 문서 500개 제공(엑셀)","https://image.yes24.com/goods/121826468/L"
"파워포인트 2021","121826424","https://www.yes24.com/product/goods/121826424","오피스 활용","이영수 저","REXmedia(렉스미디어)","2023년 09월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,780,NA,"Y",NA,5,NA,NA,NA,NA,"- 엄선된 학습 내용과 다양한 예제 사용- 쉽게 따라할 수 있는 단계별 따라하기- 바로 활용할 수 있는 찐실무 프로젝트","https://image.yes24.com/goods/121826424/L"
"AI 포토샵 테크닉","121915306","https://www.yes24.com/product/goods/121915306","오피스 활용","유은진, 이미정, 앤미디어 저","성안당","2023년 08월","24,300","21,870","10","9.9","회원리뷰(70건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"AI 팀워크를 위한 내 옆에 AI 시리즈-포토샵 디자인 편",660,NA,"Y",NA,14,19400,NA,"Y",NA,"“포토샵을 챗GPT처럼 활용할 수 있다고?”일러스트레이터로 그림을 못 그려도! 디자인 요소를 구입하지 않아도!AI 포토샵과 미드저니 협업으로 최상의 결과물을 얻을 수 있습니다.새롭게 업그레이드된 통합 버전인 ...","https://image.yes24.com/goods/121915306/L"
"쉽게 배워 폼나게 활용하는 파워포인트 2016","91465973","https://www.yes24.com/product/goods/91465973","오피스 활용","박현수 저","성안당","2023년 08월","16,000","14,400","10","9.3","회원리뷰(3건)","2일 이내 (5/13, 화) 출고예정",NA,"1판3쇄,무료 동영상 강의 제공","성안당-Easy 시리즈-22",108,NA,"Y",NA,12,NA,NA,NA,NA,"『쉽게 배워 폼나게 활용하는 파워포인트 2016』은 전국컴퓨터교육협의회에서 본 시리즈의 내용과 구성 등에 대해 처음부터 끝까지 함께 진행하였고, 교재로 채택하여 강의하고 있다. 실용적인 예제 파워포인트의 중...","https://image.yes24.com/goods/91465973/L"
"확실하게배우는 엑셀 - 기초부터 활용","121996112","https://www.yes24.com/product/goods/121996112","오피스 활용","강성희, 옥정윤 저","휴먼싸이언스","2023년 08월","29,000","29,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,216,NA,NA,NA,4,NA,NA,NA,NA,"본 교재는 엑셀을 전혀 사용해 본 적 없는 경우에도 엑셀이라는 프로그램의 개념을 쉽게 이해할 수 있도록 기초적인 것부터 엑셀이 제공하는 다양한 기능을 완벽하게 마스터하여 실무에 적용할 수 있는 응용까지 커...","https://image.yes24.com/goods/121996112/L"
"PPT로 완성하는 영상 제작","121770085","https://www.yes24.com/product/goods/121770085","오피스 활용","이재현, 정민재 저","영진닷컴","2023년 08월","20,000","18,000","10","10.0","회원리뷰(22건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,444,NA,"Y",NA,12,16000,NA,"Y",NA,"파워포인트를 다룰 수 있다면, 이미 영상 제작의 90%는 완성!PPT로 완성하는 영상 제작지식과 정보를 전달하기 위한 가장 효과적인 수단은 ‘영상’이라고 할 수 있습니다. 최근에는 스마트폰으로도 영상을 촬영하고...","https://image.yes24.com/goods/121770085/L"
