"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","used_count","ebook_price","revised_notice","ebook_info","gift_info","description","image_url"
"씽크톡톡 파워포인트 2021","144699965","https://www.yes24.com/product/goods/144699965","오피스 활용","도용화, 금미정 저","웰북","2025년 04월","10,000","9,000","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,126,NA,"Y",NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/144699965/L"
"할 수 있다! 한글 2022 기초","144690287","https://www.yes24.com/product/goods/144690287","오피스 활용","김현정 저","시대인","2025년 04월","12,000","10,800","10","10.0","회원리뷰(3건)","2일 이내 (5/13, 화) 출고예정",NA,NA,NA,708,NA,NA,NA,8,NA,NA,"Y",NA,"오피스, 왕초보도 문제없다! 한글 2022의 화면 구성부터다양한 문서 작성 방법까지!초보자를 위한 ‘찐’ 한글 입문서이 책은 한글 2022의 화면 구성에서부터 다양한 문서 작성법을 쉽게 배울 수 있는 한글 오피스 ...","https://image.yes24.com/goods/144690287/L"
"선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드","143533211","https://www.yes24.com/product/goods/143533211","오피스 활용","강우혁, 김송희, 서승희, 송석리, 한솔 저 외 2명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    강우혁
                                                                김송희
                                                                서승희
                                                                송석리
                                                                한솔
                                                                한준구
                                                                황수빈","골든래빗","2025년 04월","28,000","25,200","10","10.0","회원리뷰(6건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,4083,NA,"Y",NA,22,NA,NA,"Y","Y","나이스도, 한글도, 엑셀도 손쉽게 그리고 순식간에!수업 준비도! 행정 처리도! 혁신적인 업무 자동화를 원한다면72가지 미친 자동화 예제 지금 만나보자!선생님의 업무 부담을 획기적으로 줄여줄 실전 가이드, 『선...","https://image.yes24.com/goods/143533211/L"
"공여사들의 엑셀 혁명 with 챗GPT","144073133","https://www.yes24.com/product/goods/144073133","오피스 활용","공여사들 저","한빛미디어","2025년 03월","21,000","18,900","10","9.9","회원리뷰(35건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,8991,NA,"Y",NA,15,NA,NA,"Y","Y","37만 구독자의 랜선 사수 공여사들의 실무 엑셀 입문서!패스트캠퍼스 BEST 강의를 책으로!대기업 핵심인재 출신 엑셀 유튜버 공여사들이 선보이는 실무 엑셀 입문서다. 유튜브에서 37만 구독자의 엑셀 고충을 ‘조져...","https://image.yes24.com/goods/144073133/L"
"한글2022 작품만들기","143310229","https://www.yes24.com/product/goods/143310229","오피스 활용","창의콘텐츠연구소 저","해람북스","2025년 03월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"OA마스터",423,NA,NA,NA,NA,NA,NA,NA,NA,"“하나뿐인 나만의 작품 만들기”OA마스터 시리즈는 다양한 기능을 사용하여 나만의 작품을 만들 수 있는 OA심화 교재이다. 주요 기능을 활용하여 재미있고 실용적인 작품을 만들어 볼 수 있도록 내용을 구성하여, ...","https://image.yes24.com/goods/143310229/L"
"쉽게 배우는 MS Project 2024","142271059","https://www.yes24.com/product/goods/142271059","오피스 활용","안재성 저","제이에스캠퍼스","2025년 03월","45,000","42,750","5",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,"『쉽게 배우는 MS Project 2024』는 초보자도 MS Project를 사용할 수 있도록 프로젝트 관리개념을 정리한 책이다. 이론과 실습을 담아 보다 쉽게 MS Project를 활용할 수 있도록 도와준다. Microsoft Project를 초...","https://image.yes24.com/goods/142271059/L"
"작품만들기 파포 2021","143484839","https://www.yes24.com/product/goods/143484839","오피스 활용","박수희 저/KIE기획연구실 감수","아카데미소프트","2025년 03월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,"2025년 새로운 버전의 작품만들기 시리즈 중 파워포인트 2021 버전으로 우리나라 구석 구석을 탐험하는 내용으로 재미있게 구성되어 있다.","https://image.yes24.com/goods/143484839/L"
"정말 쉽네? 챗GPT 구글 업무 자동화 + 이게 되네? 업무 자동화 미친 활용 앱스 스크립트 with 챗GPT + 파이썬 업무 자동화 일잘러 되기 + 챗GPT 세트","142994701","https://www.yes24.com/product/goods/142994701","오피스 활용","서휘승, 메이허, 송요창 저","골든래빗","2025년 03월","92,000","82,800","10","10.0","회원리뷰(6건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"3권",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142994701/L"
"정말 쉽네? 챗GPT 구글 업무 자동화","142787946","https://www.yes24.com/product/goods/142787946","오피스 활용","송요창 저","골든래빗","2025년 03월","24,000","21,600","10","10.0","회원리뷰(1건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"정말 쉽네? 시리즈",1686,NA,NA,NA,19,NA,NA,"Y","Y","구글 앱스 스크립트와 챗GPT로 자동화하는 54가지 실전 예제 수록!업무 시간은 반으로, 업무 효율은 두 배로~!""챗GPT로 구글 업무 자동화가 가능하다고?"" 챗GPT는 이제 단순한 AI 비서가 아니다. 구글 웍스와 결합하...","https://image.yes24.com/goods/142787946/L"
"와그작 파포 2021 AI+인터넷","142865133","https://www.yes24.com/product/goods/142865133","오피스 활용","놀이교육콘텐츠랩 저","마린북스","2025년 02월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,918,NA,"Y",NA,NA,NA,NA,NA,NA,"와우! 그대로만 따라하면 작품이 된다!와그작 시리즈는 인공지능+인터넷+OA프로그램이 함께 접목되어있는 도서이다. 디지털 융합을 기반으로 ‘AI’, ‘인터넷’, ‘OA 프로그램’을 점목하여, 내가 원하는 이미지를...","https://image.yes24.com/goods/142865133/L"
"와그작 한글 2022 AI+인터넷","142865129","https://www.yes24.com/product/goods/142865129","오피스 활용","놀이교육콘텐츠랩 저","마린북스","2025년 02월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,432,NA,"Y",NA,NA,NA,NA,NA,NA,"와우! 그대로만 따라하면 작품이 된다!와그작 시리즈는 인공지능+인터넷+OA프로그램이 함께 접목되어있는 도서이다. 디지털 융합을 기반으로 ‘AI’, ‘인터넷’, ‘OA 프로그램’을 점목하여, 내가 원하는 이미지를...","https://image.yes24.com/goods/142865129/L"
"eTest Professionals와 함께하는 엑셀 2021","142767299","https://www.yes24.com/product/goods/142767299","오피스 활용","임창인, 권영희 공저","연두에디션","2025년 02월","18,000","18,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"Y",NA,"e-Test Professionals와 함께하는 엑셀 2021. 현시점 가장 최신 버전으로 출판된 최고의 학습 파트너로, 실전처럼 구성된 모의고사와 문제 풀이로 약점을 정확히 파악하고, 효율적인 학습을 할 수 있다. 최신 문제 ...","https://image.yes24.com/goods/142767299/L"
"코딩(엔트리)+파포2021(한쇼2022)","142786679","https://www.yes24.com/product/goods/142786679","오피스 활용","KIE기획연구실 저","코딩이지","2025년 02월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142786679/L"
"쉽게 배우는 요즘 실무 엑셀","142610697","https://www.yes24.com/product/goods/142610697","오피스 활용","정호준 저","시대인","2025년 02월","20,000","18,000","10","10.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,156,NA,"Y",NA,14,NA,NA,"Y",NA,"직종 불문!대한민국 직장인이라면, 모두가 알아야 하는 실무 엑셀베어유, 탈잉 등 온라인 클래스 엑셀 인기 강사이자10년 차 일잘러 정과장이 알려주는 실무 엑셀 입문서!학교와 학원에서 오랜 기간 부지런히 배웠던...","https://image.yes24.com/goods/142610697/L"
"꼬물이 한글 2022","142786725","https://www.yes24.com/product/goods/142786725","오피스 활용","이현숙 저/KIE 기획연구실 감수","아카데미소프트","2025년 02월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,"2025년 새롭게 시작하는 아카데미소프트의 꼬물이 시리즈는 K마블 타자 연습을 시작으로 창의력 문제, 각 차시별 쉬운 예제와 미션 뚝딱뚝딱 문제로 구성되었다. 4차시마다 종합평가 문제로 이전 차시에서 배운 내용...","https://image.yes24.com/goods/142786725/L"
"꼬물이 한쇼 2022","142786720","https://www.yes24.com/product/goods/142786720","오피스 활용","이지은, 이다진, 양은정 저/KIE 기획연구실 감수","아카데미소프트","2025년 02월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2025년 새롭게 시작하는 아카데미소프트의 꼬물이 시리즈는 K마블 타자 연습을 시작으로 창의력 문제, 각 차시별 쉬운 예제와 미션 뚝딱뚝딱 문제로 구성되었다. 4차시마다 종합평가 문제로 이전 차시에서 배운 내용...","https://image.yes24.com/goods/142786720/L"
"쓱 하고 싹 배우는 엑셀 365","141857551","https://www.yes24.com/product/goods/141857551","오피스 활용","김영미 저","영진닷컴","2025년 02월","14,000","12,600","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"영진닷컴-쓱싹 시리즈-19",120,NA,NA,NA,NA,NA,NA,NA,NA,"친절한 설명과 재미있는 실습 예제가 큰 그림과 큰 글씨로 담겨 있어누구나 쉽고 빠르게 배울 수 있는 ‘엑셀 365’엑셀 365은 마이크로소프트 오피스 프로그램 중의 하나로 수치 계산, 데이터 분석, 통계, 도표와 ...","https://image.yes24.com/goods/141857551/L"
"처음 배우는 한셀 꿈트리 2","141853123","https://www.yes24.com/product/goods/141853123","오피스 활용","강명지 저/KIE기획연구실 감수","아카데미소프트","2025년 02월","12,000","10,800","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"초등 저학년을 위해 새롭게 개발한 처음 배우는 한셀 꿈트리2는 한셀 2022 버전으로 초등학교 저학년 기준에 적합하고 쉽고 재미있게 만든 교재이다. 각 챕터 시작 전 직업에 대해 알아보고 본문에서 배운 내용을 복...","https://image.yes24.com/goods/141853123/L"
"한셀 2022","142786594","https://www.yes24.com/product/goods/142786594","오피스 활용","편집부 저","빅식스","2025년 02월","14,000","12,600","10",NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142786594/L"
"파포 2021","142786592","https://www.yes24.com/product/goods/142786592","오피스 활용","편집부 저","빅식스","2025년 02월","14,000","12,600","10",NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142786592/L"
"한글 2022","142786588","https://www.yes24.com/product/goods/142786588","오피스 활용","편집부 저","빅식스","2025년 02월","14,000","12,600","10",NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142786588/L"
"한쇼 2022","142786583","https://www.yes24.com/product/goods/142786583","오피스 활용","편집부 저","빅식스","2025년 02월","14,000","12,600","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"일시품절",NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142786583/L"
"엑셀 2021","142786580","https://www.yes24.com/product/goods/142786580","오피스 활용","편집부 저","빅식스","2025년 02월","14,000","12,600","10",NA,NA,"3일 이내 (5/14, 수) 출고예정",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142786580/L"
"왕초보 맞춤형 랜선 사수 올이 엑셀","141695114","https://www.yes24.com/product/goods/141695114","오피스 활용","올이 저","한빛미디어","2025년 01월","21,000","18,900","10","10.0","회원리뷰(26건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2232,NA,"Y",NA,15,NA,NA,"Y","Y","인스타그램 엑셀 사수 '올이'가 알려준다! 왕초보를 위한 눈으로 읽고 이해하는 엑셀 입문서!입사하자마자 맞닥뜨리는 엑셀 실무! 데이터 입력도 잘 못하는데 함수랑 피벗 테이블은 또 뭘까? 두꺼운 엑셀 책은 너무 ...","https://image.yes24.com/goods/141695114/L"
"할 수 있다! 파워포인트 2021 기초","142640347","https://www.yes24.com/product/goods/142640347","오피스 활용","장경숙 저","시대인","2025년 01월","12,000","10,800","10","9.8","회원리뷰(10건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,282,NA,NA,NA,8,NA,NA,"Y",NA,"파워포인트의 기초적인 사용 방법을 쉽게 배울 수 있는 입문서 이 책은 파워포인트의 기본적인 사용 방법을 다양한 예제를 따라 하면서 학습할 수 있게 구성되어 있다. 예제를 따라 하다 보면 기본적으로 많이 사용...","https://image.yes24.com/goods/142640347/L"
"엑셀과 파워포인트 2021","141753245","https://www.yes24.com/product/goods/141753245","오피스 활용","김지연 저","한빛아카데미","2025년 01월","24,000","24,000",NA,"10.0","회원리뷰(1건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"한빛아카데미-IT COOKBOOK",1368,NA,"Y",NA,24,NA,NA,"Y",NA,"엑셀과 파워포인트의 핵심 기능을제대로 배우고 실무에서 활용한다!『엑셀과 파워포인트 2021』은 마이크로소프트 오피스 프로그램의 핵심 기능을 배우려는 독자를 대상으로 한다. 1부에서는 엑셀 스프레드시트의 기...","https://image.yes24.com/goods/141753245/L"
"정말 쉽네? 챗GPT 입문 + 이게 되네? 챗GPT 미친 활용법 71제 세트","142994193","https://www.yes24.com/product/goods/142994193","오피스 활용","오힘찬 저","골든래빗","2025년 01월","46,000","41,400","10","9.7","회원리뷰(232건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2권",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://image.yes24.com/goods/142994193/L"
"이게 되네? 챗GPT 미친 활용법 71제","140835200","https://www.yes24.com/product/goods/140835200","오피스 활용","오힘찬 저","골든래빗","2025년 01월","24,000","21,600","10","9.6","회원리뷰(151건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"전면개정2판",NA,41253,NA,"Y",NA,19,NA,NA,"Y","Y","챗GPT가 2024년 12월에 12일 동안 12가지 신기능으로 싹 바뀌었다! 초강력 모델 o1 활용, 캔버스 글쓰기, Sora 영상 제작, 프로젝트 등 20가지 예제 전격 추가!25주 연속 베스트셀러가 더 강력해져 돌아왔다! 게다가...","https://image.yes24.com/goods/140835200/L"
"파이썬 업무 자동화 일잘러 되기 + 챗GPT","140256885","https://www.yes24.com/product/goods/140256885","오피스 활용","메이허 저","골든래빗","2025년 01월","36,000","32,400","10","10.0","회원리뷰(2건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,3204,NA,"Y",NA,28,NA,NA,"Y",NA,"단 몇 줄의 코드로 업무 효율을 200% 높이는 일잘러가 되고 싶나요?파이썬과 챗GPT를 활용하여 빠르고 쉽게 업무 자동화를 나의 것으로 만들어보세요!오피스 자동화, PDF 파일 처리, 웹 크롤링 등 23개의 실전 자동...","https://image.yes24.com/goods/140256885/L"
"된다! 7일 구글 스프레드시트","140407763","https://www.yes24.com/product/goods/140407763","오피스 활용","이지현 저","이지스퍼블리싱","2025년 01월","20,000","18,000","10","10.0","회원리뷰(8건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,"된다! 시리즈",2058,NA,"Y",NA,14,NA,NA,"Y",NA,"하루면 기초 떼고 일주일이면 엑셀보다 잘 쓴다!업무, 협업 기능부터 실무 필수 함수까지!엑셀보다 쉬운 ‘구글 스프레드시트’ 데이터 분석 요령 총망라!구글 스프레드시트를 사용한다면 ‘엑셀과 비슷한 것 같은데...","https://image.yes24.com/goods/140407763/L"
"놀자비 DIAT 프리젠테이션 파워포인트 2021","141748905","https://www.yes24.com/product/goods/141748905","오피스 활용","렉스수험서팀 저","REXmedia(렉스미디어)","2025년 01월","16,000","14,400","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"최근에 출제된 DIAT 시험의 출제유형을 분석하여 새롭게 변경된 내용과 시험에 자주 출제되는 부분을 단계별로 체크하고 작성할 수 있도록 구성하였다. 출제유형 완전정복에서 학습한 내용을 바탕으로 시험에 대한 ...","https://image.yes24.com/goods/141748905/L"
"eTest Professionals와 함께하는 파워포인트 2021","141208132","https://www.yes24.com/product/goods/141208132","오피스 활용","임창인, 이권일 저","연두에디션","2024년 12월","18,000","18,000",NA,NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,"Y",NA,"eTest Professionals와 함께하는 PowerPoint 2021 현시점 가장 최신 버전으로 출판된 최고의 학습 파트너로, 실전처럼 구성된 모의고사와 문제 풀이로 약점을 정확히 파악하고, 효율적인 학습을 할 수 있다. 최신 문...","https://image.yes24.com/goods/141208132/L"
"엑셀 데이터 분석","140406762","https://www.yes24.com/product/goods/140406762","오피스 활용","정성일 저","길벗","2024년 12월","26,000","23,400","10","10.0","회원리뷰(81건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,2244,NA,"Y",NA,20,NA,NA,"Y",NA,"데이터가 쉬워지는 엑셀 데이터 분석!아직도 데이터 분석이 어려운가? 데이터가 쉬워지는 실무 데이터 분석법을 소개한다. 엑셀만으로도 현재 데이터 사이언티스트들 사이에서 인기 있는 고급 분석 알고리즘을 구현...","https://image.yes24.com/goods/140406762/L"
"컬러와이즈 ColorWise","140202434","https://www.yes24.com/product/goods/140202434","오피스 활용","케이트 스트라치니 저/권혜정 역","책만","2024년 12월","18,000","16,200","10","9.7","회원리뷰(12건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,576,NA,"Y",NA,14,NA,NA,"Y",NA,"눈에 쏙쏙 들어오는 데이터 시각화와 흥미로운 데이터 스토리텔링, 비결은 바로 색(色)!데이터 및 비즈니스 분석, 데이터 과학, 인포그래픽과 데이터 시각화 분야에서 실무에 활용할 수 있는 색채 이론과 작동 원리,...","https://image.yes24.com/goods/140202434/L"
"업무 효율이 10배 오르는 챗GPT X 엑셀 활용법","140019103","https://www.yes24.com/product/goods/140019103","오피스 활용","다케이 가즈미 저/구수영 역","AK(에이케이 커뮤니케이션즈)","2024년 12월","19,800","18,810","5",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1440,NA,"Y",NA,NA,NA,NA,NA,NA,"어려운 엑셀? 어떻게 해야 엑셀을 잘 쓸 수 있나? 챗GPT로 해결한다!업무에서 빼놓을 수 없는 엑셀은 수식과 함수를 활용해 업무 효율을 올릴 수 있다. 함수와 수식을 기억하거나 매크로를 사용하면 업무는 더욱 효...","https://image.yes24.com/goods/140019103/L"
"선생님을 위한 파워포인트 활용법","140416067","https://www.yes24.com/product/goods/140416067","오피스 활용","한영철 저","BOOKK(부크크)","2024년 12월","11,900","11,900",NA,NA,NA,"6일 이내 (5/17, 토) 출고예정",NA,"POD 도서",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"파워포인트를 활용하여 수업 콘텐츠를 제작하는 방법을 소개한다.","https://image.yes24.com/goods/140416067/L"
"꼬물이 파포 2021","140187977","https://www.yes24.com/product/goods/140187977","오피스 활용","이지은 저 / KIE기획연구실 감수","아카데미소프트","2024년 12월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,378,NA,NA,NA,NA,NA,NA,NA,NA,"2025년 새롭게 시작하는 아카데미소프트의 [꼬물이 시리즈]는 K마블 타자 연습을 시작으로 창의력 문제, 각 차시별 쉬운 예제와 미션 뚝딱뚝딱 문제로 구성되었다. 4차시마다 종합평가 문제로 이전 차시에서 배운 내...","https://image.yes24.com/goods/140187977/L"
"누구나 아는 나만 모르는 엑셀","139798543","https://www.yes24.com/product/goods/139798543","오피스 활용","이성원 저","한빛미디어","2024년 11월","17,000","15,300","10","9.9","회원리뷰(29건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,19440,NA,"Y",NA,12,NA,NA,"Y","Y","이보다 쉬운 엑셀 책은 없었다! IT 교육 크리에이터 ‘누나IT’가 알려주는 엑셀 왕초보를 위한 ‘진짜 쉬운’ 엑셀 도서!정말 쉽고 친절한 엑셀 도서를 찾으시나요? 기존 엑셀 도서가 직장인의 업무 능력 향상에 초...","https://image.yes24.com/goods/139798543/L"
