"title","book_id","detail_url","category","author_raw","publisher","pub_date","original_price","sale_price","discount_rate","rating","review_count","delivery_info","badge","signature","series_name","sales_index","is_reserved","has_preview","is_soldout","revised_notice","ebook_info","gift_info","description","image_url"
"엄마 아빠에게 선물하는 스마트폰 활용 + 챗GPT 무한 꿀팁 36","145993511","https://www.yes24.com/product/goods/145993511","컴퓨터 입문/활용","온선(김은정) 저","골든래빗","2025년 06월","24,000","21,600","10",NA,NA,"6/2(월) 발송예정(예약판매)",NA,NA,NA,315,"Y",NA,NA,NA,NA,NA,"스마트폰은 24시간 엄마 아빠랑 있지만, 우리는 그러지 못한다!그래서 ‘이거 어떻게 하더라?’ 진짜 필요한 스마트폰 꿀팁을 한데 모아서누적조회수 200만 유튜버, 온선이 싹~ 알려준다!카톡으로 송금 보내고 싶은...","https://image.yes24.com/goods/145993511/L"
"캔바로 쉽고 빠르게 콘텐츠 디자인하기","146262491","https://www.yes24.com/product/goods/146262491","컴퓨터 입문/활용","권유진, 백은영, 서미경, 송민경, 안은진 저 외 3명
                                        
                                            정보 더 보기/감추기
                                            
                                                
                                                    권유진
                                                                백은영
                                                                서미경
                                                                송민경
                                                                안은진
                                                                윤승희
                                                                정세경
                                                                홍신애","아티오","2025년 05월","18,500","16,650","10","9.8","회원리뷰(10건)","2일 이내 (5/13, 화) 출고예정",NA,NA,"Start up 스타트업 시리즈",5220,NA,"Y",NA,NA,NA,NA,"누구나 디자이너가 되는 시대, 이젠 캔바 하나로 무엇이든 만든다!AI와 디자인이 만난 캔바 활용서, 『캔바로 쉽고 빠르게 콘텐츠 디자인하기』 출간!감성 콘텐츠 디자인을 쉽고 빠르게 배울 수 있는 실전 활용서, ...","https://image.yes24.com/goods/146262491/L"
"선생님을 위한 캔바 수업 활용","146043037","https://www.yes24.com/product/goods/146043037","컴퓨터 입문/활용","김민주 저","앤써북","2025년 05월","18,800","16,920","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,1032,NA,NA,NA,NA,NA,NA,"초ㆍ중ㆍ고등학교 모든 선생님을 위한 캔바 활용 비법서캔바 A to Z까지, 수업 자료 만들기, 협업 수업과 평가, 에듀테크 활용 수업, 캔바 AI 수업 활용법을 한 번에 다 잡자! 『선생님을 위한 캔바 수업 활용』은 ...","https://image.yes24.com/goods/146043037/L"
"레베기의 유튜브 콘텐츠 POWER 법칙","146285291","https://www.yes24.com/product/goods/146285291","컴퓨터 입문/활용","레베기 저","리코멘드","2025년 05월","18,800","16,920","10","10.0","회원리뷰(2건)","5/15(목) 발송예정(예약판매)",NA,NA,NA,240,"Y","Y",NA,NA,NA,NA,"기술자의 콘텐츠 혁명, 레베기가 알려주는 유튜브 비즈니스 전략서“기술만으로 인정받던 시대는 끝났다. 이제는 '어떻게 보여 주느냐'가 더 중요한 시대다.”가죽 공예 유튜브 채널 『레베기의 이상한 아뜰리에 LEB...","https://image.yes24.com/goods/146285291/L"
"인공지능과 함께하는 똑똑한 컴퓨터 놀이","146281744","https://www.yes24.com/product/goods/146281744","컴퓨터 입문/활용","김도화 저/렉스기획팀 감수","REXmedia(렉스미디어)","2025년 05월","14,000","12,600","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,120,NA,"Y",NA,NA,NA,NA,"인공지능의 개념을 쉽게 이해하고 활용, 다양한 인공지능 프로그램의 체험 활동, 인공지능의 결과물을 이용한 파워포인트, 망고툰의 작품 완성을 다루었다. 초등학생 눈높이에 맞는 인공지능의 개념을 설명하고 활용...","https://image.yes24.com/goods/146281744/L"
"씽크톡톡 윈도우 11 & 인터넷 활용","146301784","https://www.yes24.com/product/goods/146301784","컴퓨터 입문/활용","도용화, 금미정 저","웰북","2025년 05월","10,000","9,000","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"모든 과정의 컴퓨터 수업에 OK! 16강의 기본학습과 8강의 작품만들기로 16강 수업도, 24강 수업도 모두 OK! 기초부터 탄탄하게 배우자! 생활에서 자주 사용하는 기능을 중심으로 기초부터 활용까지 체계적으로 배울 ...","https://image.yes24.com/goods/146301784/L"
"씽크톡톡 윈도우 11 & 인터넷 기초","146301718","https://www.yes24.com/product/goods/146301718","컴퓨터 입문/활용","도용화, 금미정 저","웰북","2025년 05월","10,000","9,000","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"모든 과정의 컴퓨터 수업에 OK! 16강의 기본학습과 8강의 작품만들기로 16강 수업도, 24강 수업도 모두 OK! 기초부터 탄탄하게 배우자! 생활에서 자주 사용하는 기능을 중심으로 기초부터 활용까지 체계적으로 배울 ...","https://image.yes24.com/goods/146301718/L"
"AI 디지털리터러시 전문가 남기종,장소영의 스마트폰 AI 챗GPT 사용 길라잡이","146361202","https://www.yes24.com/product/goods/146361202","컴퓨터 입문/활용","남기종, 장소영 저","디지털콘텐츠그룹","2025년 05월","18,000","16,200","10",NA,NA,"2일 이내 (5/13, 화) 출고예정",NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,"디지털 시대, 부모님을 위한 맞춤형 AI 활용 가이드본서는 AI 기술이 낯선 액티브 시니어·실버 세대가 쉽고 편리하게 AI를 활용할 수 있도록 기획된 실용 가이드이다. 챗GPT, 구글제미나이, 빅스비, 아숙업 등 다양...","https://image.yes24.com/goods/146361202/L"
"어른들을 위한 가장 쉬운 컴퓨터","146036238","https://www.yes24.com/product/goods/146036238","컴퓨터 입문/활용","혜지원 기획팀 저","혜지원","2025년 05월","15,000","13,500","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"개정판",NA,NA,NA,"Y",NA,NA,NA,NA,"스마트한 어른들을 위한 시리즈! 컴퓨터 최신 개정판!컴퓨터의 기초 기능을 하나씩 따라하며 익숙해지자!이제는 컴퓨터 없이 해낼 수 없는 일이 많아졌을 정도로, 컴퓨터는 우리 생활에 깊이 들어와 있다. 컴퓨터를 ...","https://image.yes24.com/goods/146036238/L"
"숏폼 영상 편집 제작 및 수익 창출 with 캡컷 · 생성형 AI","145276955","https://www.yes24.com/product/goods/145276955","컴퓨터 입문/활용","채수창 저","앤써북","2025년 05월","13,800","12,420","10","10.0","회원리뷰(5건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,"2판",NA,2868,NA,NA,NA,NA,NA,NA,"캡컷을 활용해 유튜브 쇼츠, 틱톡, 릴스 등 다양한 플랫폼에 맞는 숏폼 영상 편집·제작부터 수익 창출까지 한 권에 모두 담았다. 2판에서는 숏폼 영상 기획부터 제작까지 전 과정을 생성형 AI를 활용하는 파트를 추...","https://image.yes24.com/goods/145276955/L"
"난생처음 컴퓨팅 사고 with 스크래치","146274452","https://www.yes24.com/product/goods/146274452","컴퓨터 입문/활용","고광일 저","한빛아카데미","2025년 05월","25,000","25,000",NA,NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,NA,NA,"Y",NA,NA,"Y",NA,"누구나 쉽게 배울 수 있는 컴퓨팅 사고 with 스크래치『난생처음 컴퓨팅 사고 with 스크래치』는 IT 비전공자뿐만 아니라 중고등학생도 쉽게 배울 수 있는 컴퓨팅 사고 이론과 실습 교재이다. 먼저 컴퓨팅 사고 이론...","https://image.yes24.com/goods/146274452/L"
"구글 시트로 스마트한 학교 만들기 : 교사를 위한 스프레드시트 활용 가이드","144648441","https://www.yes24.com/product/goods/144648441","컴퓨터 입문/활용","지미정, 장성진, 유병선 저","앤써북","2025년 04월","24,400","21,960","10","9.8","회원리뷰(12건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,6234,NA,NA,NA,NA,NA,"Y","『구글 시트로 스마트한 학교 만들기』는 구글 시트 찐 프로 현직 교사 3인이 유치원·어린이집 및 초·중·고 교사가 수업 준비, 학급 운영, 반복적인 행정 업무에 당장 활용할 수 있는 구체적인 방법과 실습을 소개하...","https://image.yes24.com/goods/144648441/L"
"조코딩의 AI 비트코인 자동 매매 시스템 만들기","145632328","https://www.yes24.com/product/goods/145632328","컴퓨터 입문/활용","조동근 저","한빛미디어","2025년 04월","29,000","26,100","10",NA,NA,"24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,7674,NA,"Y",NA,NA,"Y","Y","대생성 AI의 시대!아직도 일일이 뉴스를 찾고 직접 매매하면서 투자하고 있나?자동 매매뿐만 아니라 판단까지 생성 AI와 함께 하자!GPT를 활용한 비트코인 AI 자동매매 강의는 지금까지 단순 수식대로 동작하는 알고...","https://image.yes24.com/goods/145632328/L"
"현직 교사가 만든 업무자동화를 원하는 교사를 위한 찐 실전 챗GPT GPTs·미조우·제미나이 - 챗봇 만들기 생성형 AI 챗봇으로 수업 업무 박살 내기!","145383562","https://www.yes24.com/product/goods/145383562","컴퓨터 입문/활용","김요섭, 허영주, 조래정, 정재우 저","광문각출판미디어","2025년 04월","15,000","15,000",NA,"9.9","회원리뷰(21건)","24시까지 주문하면 내일 (5/12, 월) 도착예정",NA,NA,NA,4260,NA,"Y",NA,NA,NA,NA,"이 책에서는 ‘내 GPT’로 잘 알려진 ‘GPTs’, 수업용으로 개발된 AI 챗봇 도구인 ‘미조우(Mizou)’, 미성년자도 무료로 활용할 수 있는 AI 도구인 ‘제미나이(Gemini)’의 세 가지 AI 도구를 다루며, AI 챗봇을 ...","https://image.yes24.com/goods/145383562/L"
